TIME,GEO,UNIT,NA_ITEM,Value
2000,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal labour productivity per person,
2000,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Real labour productivity per person,93.9
2000,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Real labour productivity per hour worked,89.9
2000,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal unit labour cost based on persons,94.6
2000,Estonia,"Index, 2010=100",Nominal labour productivity per person,
2000,Estonia,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Estonia,"Index, 2010=100",Real labour productivity per person,67.8
2000,Estonia,"Index, 2010=100",Real labour productivity per hour worked,64.3
2000,Estonia,"Index, 2010=100",Nominal unit labour cost based on persons,55.4
2000,Ireland,"Index, 2010=100",Nominal labour productivity per person,
2000,Ireland,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Ireland,"Index, 2010=100",Real labour productivity per person,82.8
2000,Ireland,"Index, 2010=100",Real labour productivity per hour worked,77.2
2000,Ireland,"Index, 2010=100",Nominal unit labour cost based on persons,82.5
2000,Greece,"Index, 2010=100",Nominal labour productivity per person,
2000,Greece,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Greece,"Index, 2010=100",Real labour productivity per person,91.7
2000,Greece,"Index, 2010=100",Real labour productivity per hour worked,87.8
2000,Greece,"Index, 2010=100",Nominal unit labour cost based on persons,67.8
2000,Spain,"Index, 2010=100",Nominal labour productivity per person,
2000,Spain,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Spain,"Index, 2010=100",Real labour productivity per person,94.5
2000,Spain,"Index, 2010=100",Real labour productivity per hour worked,92.2
2000,Spain,"Index, 2010=100",Nominal unit labour cost based on persons,75.3
2000,France,"Index, 2010=100",Nominal labour productivity per person,
2000,France,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,France,"Index, 2010=100",Real labour productivity per person,92.9
2000,France,"Index, 2010=100",Real labour productivity per hour worked,90.4
2000,France,"Index, 2010=100",Nominal unit labour cost based on persons,81.3
2000,Croatia,"Index, 2010=100",Nominal labour productivity per person,
2000,Croatia,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Croatia,"Index, 2010=100",Real labour productivity per person,95.3
2000,Croatia,"Index, 2010=100",Real labour productivity per hour worked,
2000,Croatia,"Index, 2010=100",Nominal unit labour cost based on persons,68.1
2000,Italy,"Index, 2010=100",Nominal labour productivity per person,
2000,Italy,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Italy,"Index, 2010=100",Real labour productivity per person,104.3
2000,Italy,"Index, 2010=100",Real labour productivity per hour worked,100.2
2000,Italy,"Index, 2010=100",Nominal unit labour cost based on persons,75.2
2000,Cyprus,"Index, 2010=100",Nominal labour productivity per person,
2000,Cyprus,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Cyprus,"Index, 2010=100",Real labour productivity per person,95.6
2000,Cyprus,"Index, 2010=100",Real labour productivity per hour worked,92.1
2000,Cyprus,"Index, 2010=100",Nominal unit labour cost based on persons,70.2
2000,Latvia,"Index, 2010=100",Nominal labour productivity per person,
2000,Latvia,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Latvia,"Index, 2010=100",Real labour productivity per person,63
2000,Latvia,"Index, 2010=100",Real labour productivity per hour worked,61.7
2000,Latvia,"Index, 2010=100",Nominal unit labour cost based on persons,55.5
2000,Lithuania,"Index, 2010=100",Nominal labour productivity per person,
2000,Lithuania,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Lithuania,"Index, 2010=100",Real labour productivity per person,58.2
2000,Lithuania,"Index, 2010=100",Real labour productivity per hour worked,59.4
2000,Lithuania,"Index, 2010=100",Nominal unit labour cost based on persons,77.3
2000,Luxembourg,"Index, 2010=100",Nominal labour productivity per person,
2000,Luxembourg,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Luxembourg,"Index, 2010=100",Real labour productivity per person,104.4
2000,Luxembourg,"Index, 2010=100",Real labour productivity per hour worked,98.8
2000,Luxembourg,"Index, 2010=100",Nominal unit labour cost based on persons,70.7
2000,Hungary,"Index, 2010=100",Nominal labour productivity per person,
2000,Hungary,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Hungary,"Index, 2010=100",Real labour productivity per person,76.7
2000,Hungary,"Index, 2010=100",Real labour productivity per hour worked,67
2000,Hungary,"Index, 2010=100",Nominal unit labour cost based on persons,65.1
2000,Malta,"Index, 2010=100",Nominal labour productivity per person,
2000,Malta,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Malta,"Index, 2010=100",Real labour productivity per person,91.4
2000,Malta,"Index, 2010=100",Real labour productivity per hour worked,85.7
2000,Malta,"Index, 2010=100",Nominal unit labour cost based on persons,76.7
2000,Netherlands,"Index, 2010=100",Nominal labour productivity per person,
2000,Netherlands,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Netherlands,"Index, 2010=100",Real labour productivity per person,93.9
2000,Netherlands,"Index, 2010=100",Real labour productivity per hour worked,91.3
2000,Netherlands,"Index, 2010=100",Nominal unit labour cost based on persons,82.4
2000,Austria,"Index, 2010=100",Nominal labour productivity per person,
2000,Austria,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Austria,"Index, 2010=100",Real labour productivity per person,94
2000,Austria,"Index, 2010=100",Real labour productivity per hour worked,86.8
2000,Austria,"Index, 2010=100",Nominal unit labour cost based on persons,86
2000,Poland,"Index, 2010=100",Nominal labour productivity per person,
2000,Poland,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Poland,"Index, 2010=100",Real labour productivity per person,72.1
2000,Poland,"Index, 2010=100",Real labour productivity per hour worked,70.9
2000,Poland,"Index, 2010=100",Nominal unit labour cost based on persons,88
2000,Portugal,"Index, 2010=100",Nominal labour productivity per person,
2000,Portugal,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Portugal,"Index, 2010=100",Real labour productivity per person,89.8
2000,Portugal,"Index, 2010=100",Real labour productivity per hour worked,88.5
2000,Portugal,"Index, 2010=100",Nominal unit labour cost based on persons,81.9
2000,Romania,"Index, 2010=100",Nominal labour productivity per person,
2000,Romania,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Romania,"Index, 2010=100",Real labour productivity per person,55.6
2000,Romania,"Index, 2010=100",Real labour productivity per hour worked,55.9
2000,Romania,"Index, 2010=100",Nominal unit labour cost based on persons,30.9
2000,Slovenia,"Index, 2010=100",Nominal labour productivity per person,
2000,Slovenia,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Slovenia,"Index, 2010=100",Real labour productivity per person,80.9
2000,Slovenia,"Index, 2010=100",Real labour productivity per hour worked,79.5
2000,Slovenia,"Index, 2010=100",Nominal unit labour cost based on persons,65.4
2000,Slovakia,"Index, 2010=100",Nominal labour productivity per person,
2000,Slovakia,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Slovakia,"Index, 2010=100",Real labour productivity per person,66.4
2000,Slovakia,"Index, 2010=100",Real labour productivity per hour worked,66.1
2000,Slovakia,"Index, 2010=100",Nominal unit labour cost based on persons,75.9
2000,Finland,"Index, 2010=100",Nominal labour productivity per person,
2000,Finland,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Finland,"Index, 2010=100",Real labour productivity per person,91.3
2000,Finland,"Index, 2010=100",Real labour productivity per hour worked,87.4
2000,Finland,"Index, 2010=100",Nominal unit labour cost based on persons,81.7
2000,Sweden,"Index, 2010=100",Nominal labour productivity per person,
2000,Sweden,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,Sweden,"Index, 2010=100",Real labour productivity per person,84.9
2000,Sweden,"Index, 2010=100",Real labour productivity per hour worked,84.5
2000,Sweden,"Index, 2010=100",Nominal unit labour cost based on persons,83.2
2000,United Kingdom,"Index, 2010=100",Nominal labour productivity per person,
2000,United Kingdom,"Index, 2010=100",Nominal labour productivity per hour worked,
2000,United Kingdom,"Index, 2010=100",Real labour productivity per person,90.9
2000,United Kingdom,"Index, 2010=100",Real labour productivity per hour worked,87.2
2000,United Kingdom,"Index, 2010=100",Nominal unit labour cost based on persons,75.3
2001,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Nominal labour productivity per person,
2001,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Nominal labour productivity per hour worked,
2001,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Real labour productivity per person,96
2001,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Real labour productivity per hour worked,93.2
2001,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Nominal unit labour cost based on persons,85.1
2001,Belgium,"Index, 2010=100",Nominal labour productivity per person,
2001,Belgium,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Belgium,"Index, 2010=100",Real labour productivity per person,92.4
2001,Belgium,"Index, 2010=100",Real labour productivity per hour worked,89.9
2001,Belgium,"Index, 2010=100",Nominal unit labour cost based on persons,86.6
2001,Bulgaria,"Index, 2010=100",Nominal labour productivity per person,
2001,Bulgaria,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Bulgaria,"Index, 2010=100",Real labour productivity per person,74.3
2001,Bulgaria,"Index, 2010=100",Real labour productivity per hour worked,74
2001,Bulgaria,"Index, 2010=100",Nominal unit labour cost based on persons,63.2
2001,Czech Republic,"Index, 2010=100",Nominal labour productivity per person,
2001,Czech Republic,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Czech Republic,"Index, 2010=100",Real labour productivity per person,78.7
2001,Czech Republic,"Index, 2010=100",Real labour productivity per hour worked,77.9
2001,Czech Republic,"Index, 2010=100",Nominal unit labour cost based on persons,81.2
2001,Denmark,"Index, 2010=100",Nominal labour productivity per person,
2001,Denmark,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Denmark,"Index, 2010=100",Real labour productivity per person,93.6
2001,Denmark,"Index, 2010=100",Real labour productivity per hour worked,90.6
2001,Denmark,"Index, 2010=100",Nominal unit labour cost based on persons,78.8
2001,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal labour productivity per person,
2001,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Real labour productivity per person,95.8
2001,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Real labour productivity per hour worked,92.3
2001,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal unit labour cost based on persons,94.5
2001,Estonia,"Index, 2010=100",Nominal labour productivity per person,
2001,Estonia,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Estonia,"Index, 2010=100",Real labour productivity per person,71.7
2001,Estonia,"Index, 2010=100",Real labour productivity per hour worked,68.2
2001,Estonia,"Index, 2010=100",Nominal unit labour cost based on persons,57.6
2001,Ireland,"Index, 2010=100",Nominal labour productivity per person,
2001,Ireland,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Ireland,"Index, 2010=100",Real labour productivity per person,85.2
2001,Ireland,"Index, 2010=100",Real labour productivity per hour worked,79.8
2001,Ireland,"Index, 2010=100",Nominal unit labour cost based on persons,86.6
2001,Greece,"Index, 2010=100",Nominal labour productivity per person,
2001,Greece,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Greece,"Index, 2010=100",Real labour productivity per person,95.1
2001,Greece,"Index, 2010=100",Real labour productivity per hour worked,91.4
2001,Greece,"Index, 2010=100",Nominal unit labour cost based on persons,69
2001,Spain,"Index, 2010=100",Nominal labour productivity per person,
2001,Spain,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Spain,"Index, 2010=100",Real labour productivity per person,95.1
2001,Spain,"Index, 2010=100",Real labour productivity per hour worked,92.3
2001,Spain,"Index, 2010=100",Nominal unit labour cost based on persons,77.7
2001,France,"Index, 2010=100",Nominal labour productivity per person,
2001,France,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,France,"Index, 2010=100",Real labour productivity per person,93.4
2001,France,"Index, 2010=100",Real labour productivity per hour worked,91.4
2001,France,"Index, 2010=100",Nominal unit labour cost based on persons,83.1
2001,Croatia,"Index, 2010=100",Nominal labour productivity per person,
2001,Croatia,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Croatia,"Index, 2010=100",Real labour productivity per person,98
2001,Croatia,"Index, 2010=100",Real labour productivity per hour worked,
2001,Croatia,"Index, 2010=100",Nominal unit labour cost based on persons,66.7
2001,Italy,"Index, 2010=100",Nominal labour productivity per person,
2001,Italy,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Italy,"Index, 2010=100",Real labour productivity per person,104.1
2001,Italy,"Index, 2010=100",Real labour productivity per hour worked,100.7
2001,Italy,"Index, 2010=100",Nominal unit labour cost based on persons,77.7
2001,Cyprus,"Index, 2010=100",Nominal labour productivity per person,
2001,Cyprus,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Cyprus,"Index, 2010=100",Real labour productivity per person,96.9
2001,Cyprus,"Index, 2010=100",Real labour productivity per hour worked,92.2
2001,Cyprus,"Index, 2010=100",Nominal unit labour cost based on persons,71.8
2001,Latvia,"Index, 2010=100",Nominal labour productivity per person,
2001,Latvia,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Latvia,"Index, 2010=100",Real labour productivity per person,66
2001,Latvia,"Index, 2010=100",Real labour productivity per hour worked,64.3
2001,Latvia,"Index, 2010=100",Nominal unit labour cost based on persons,55.1
2001,Lithuania,"Index, 2010=100",Nominal labour productivity per person,
2001,Lithuania,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Lithuania,"Index, 2010=100",Real labour productivity per person,64.5
2001,Lithuania,"Index, 2010=100",Real labour productivity per hour worked,66.4
2001,Lithuania,"Index, 2010=100",Nominal unit labour cost based on persons,74.7
2001,Luxembourg,"Index, 2010=100",Nominal labour productivity per person,
2001,Luxembourg,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Luxembourg,"Index, 2010=100",Real labour productivity per person,101.2
2001,Luxembourg,"Index, 2010=100",Real labour productivity per hour worked,96.8
2001,Luxembourg,"Index, 2010=100",Nominal unit labour cost based on persons,75.3
2001,Hungary,"Index, 2010=100",Nominal labour productivity per person,
2001,Hungary,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Hungary,"Index, 2010=100",Real labour productivity per person,79.7
2001,Hungary,"Index, 2010=100",Real labour productivity per hour worked,71
2001,Hungary,"Index, 2010=100",Nominal unit labour cost based on persons,72.3
2001,Malta,"Index, 2010=100",Nominal labour productivity per person,
2001,Malta,"Index, 2010=100",Nominal labour productivity per hour worked,
2001,Malta,"Index, 2010=100",Real labour productivity per person,90.4
2001,Malta,"Index, 2010=100",Real labour productivity per hour worked,88.3
