TIME,GEO,UNIT,SECTOR,NA_ITEM,Value
1999,Spain,Percentage of gross domestic product (GDP),General government,Total general government revenue,38.6
1999,France,Percentage of gross domestic product (GDP),General government,Total general government expenditure,52.1
1999,France,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-1.6
1999,France,Percentage of gross domestic product (GDP),General government,Total general government revenue,50.5
1999,Croatia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,
1999,Croatia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),
1999,Croatia,Percentage of gross domestic product (GDP),General government,Total general government revenue,
1999,Italy,Percentage of gross domestic product (GDP),General government,Total general government expenditure,47.4
1999,Italy,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-1.8
1999,Italy,Percentage of gross domestic product (GDP),General government,Total general government revenue,45.6
1999,Cyprus,Percentage of gross domestic product (GDP),General government,Total general government expenditure,33.9
1999,Cyprus,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-4
1999,Cyprus,Percentage of gross domestic product (GDP),General government,Total general government revenue,29.9
1999,Latvia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,40.8
1999,Latvia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.7
1999,Latvia,Percentage of gross domestic product (GDP),General government,Total general government revenue,37.1
1999,Lithuania,Percentage of gross domestic product (GDP),General government,Total general government expenditure,40.8
1999,Lithuania,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-2.8
1999,Lithuania,Percentage of gross domestic product (GDP),General government,Total general government revenue,38
1999,Luxembourg,Percentage of gross domestic product (GDP),General government,Total general government expenditure,41.3
1999,Luxembourg,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),3.7
1999,Luxembourg,Percentage of gross domestic product (GDP),General government,Total general government revenue,45
1999,Hungary,Percentage of gross domestic product (GDP),General government,Total general government expenditure,48.7
1999,Hungary,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-5.1
1999,Hungary,Percentage of gross domestic product (GDP),General government,Total general government revenue,43.5
1999,Malta,Percentage of gross domestic product (GDP),General government,Total general government expenditure,41.8
1999,Malta,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-6.7
1999,Malta,Percentage of gross domestic product (GDP),General government,Total general government revenue,35.1
1999,Netherlands,Percentage of gross domestic product (GDP),General government,Total general government expenditure,43.5
1999,Netherlands,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),0.3
1999,Netherlands,Percentage of gross domestic product (GDP),General government,Total general government revenue,43.8
1999,Austria,Percentage of gross domestic product (GDP),General government,Total general government expenditure,52.2
1999,Austria,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-2.6
1999,Austria,Percentage of gross domestic product (GDP),General government,Total general government revenue,49.6
1999,Poland,Percentage of gross domestic product (GDP),General government,Total general government expenditure,43.3
1999,Poland,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-2.2
1999,Poland,Percentage of gross domestic product (GDP),General government,Total general government revenue,41.1
1999,Portugal,Percentage of gross domestic product (GDP),General government,Total general government expenditure,42.6
1999,Portugal,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3
1999,Portugal,Percentage of gross domestic product (GDP),General government,Total general government revenue,39.5
1999,Romania,Percentage of gross domestic product (GDP),General government,Total general government expenditure,39
1999,Romania,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-4.4
1999,Romania,Percentage of gross domestic product (GDP),General government,Total general government revenue,34.6
1999,Slovenia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,45.8
1999,Slovenia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3
1999,Slovenia,Percentage of gross domestic product (GDP),General government,Total general government revenue,42.8
1999,Slovakia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,47.9
1999,Slovakia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-7.3
1999,Slovakia,Percentage of gross domestic product (GDP),General government,Total general government revenue,40.6
1999,Finland,Percentage of gross domestic product (GDP),General government,Total general government expenditure,51
1999,Finland,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),1.7
1999,Finland,Percentage of gross domestic product (GDP),General government,Total general government revenue,52.6
1999,Sweden,Percentage of gross domestic product (GDP),General government,Total general government expenditure,56.6
1999,Sweden,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),0.8
1999,Sweden,Percentage of gross domestic product (GDP),General government,Total general government revenue,57.4
1999,United Kingdom,Percentage of gross domestic product (GDP),General government,Total general government expenditure,35.7
1999,United Kingdom,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),0.7
1999,United Kingdom,Percentage of gross domestic product (GDP),General government,Total general government revenue,36.4
2000,Belgium,Percentage of gross domestic product (GDP),General government,Total general government expenditure,49.1
2000,Belgium,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-0.1
2000,Belgium,Percentage of gross domestic product (GDP),General government,Total general government revenue,49
2000,Bulgaria,Percentage of gross domestic product (GDP),General government,Total general government expenditure,41.1
2000,Bulgaria,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-0.5
2000,Bulgaria,Percentage of gross domestic product (GDP),General government,Total general government revenue,40.5
2000,Czech Republic,Percentage of gross domestic product (GDP),General government,Total general government expenditure,40.4
2000,Czech Republic,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.5
2000,Czech Republic,Percentage of gross domestic product (GDP),General government,Total general government revenue,36.9
2000,Denmark,Percentage of gross domestic product (GDP),General government,Total general government expenditure,52.7
2000,Denmark,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),1.9
2000,Denmark,Percentage of gross domestic product (GDP),General government,Total general government revenue,54.6
2000,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Total general government expenditure,44.7
2000,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),0.9
2000,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Total general government revenue,45.6
2000,Estonia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,36.4
2000,Estonia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-0.1
2000,Estonia,Percentage of gross domestic product (GDP),General government,Total general government revenue,36.3
2000,Ireland,Percentage of gross domestic product (GDP),General government,Total general government expenditure,30.9
2000,Ireland,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),4.9
2000,Ireland,Percentage of gross domestic product (GDP),General government,Total general government revenue,35.7
2000,Greece,Percentage of gross domestic product (GDP),General government,Total general government expenditure,46.4
2000,Greece,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-4.1
2000,Greece,Percentage of gross domestic product (GDP),General government,Total general government revenue,42.4
2000,Spain,Percentage of gross domestic product (GDP),General government,Total general government expenditure,39.1
2000,Spain,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-1
2000,Spain,Percentage of gross domestic product (GDP),General government,Total general government revenue,38.1
2000,France,Percentage of gross domestic product (GDP),General government,Total general government expenditure,51.1
2000,France,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-1.3
2000,France,Percentage of gross domestic product (GDP),General government,Total general government revenue,49.8
2000,Croatia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,
2000,Croatia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),
2000,Croatia,Percentage of gross domestic product (GDP),General government,Total general government revenue,
2000,Italy,Percentage of gross domestic product (GDP),General government,Total general government expenditure,45.5
2000,Italy,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-1.3
2000,Italy,Percentage of gross domestic product (GDP),General government,Total general government revenue,44.2
2000,Cyprus,Percentage of gross domestic product (GDP),General government,Total general government expenditure,34.3
2000,Cyprus,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-2.2
2000,Cyprus,Percentage of gross domestic product (GDP),General government,Total general government revenue,32.1
2000,Latvia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,37.3
2000,Latvia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-2.7
2000,Latvia,Percentage of gross domestic product (GDP),General government,Total general government revenue,34.5
2000,Lithuania,Percentage of gross domestic product (GDP),General government,Total general government expenditure,39.4
2000,Lithuania,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.2
2000,Lithuania,Percentage of gross domestic product (GDP),General government,Total general government revenue,36.2
2000,Luxembourg,Percentage of gross domestic product (GDP),General government,Total general government expenditure,37.6
2000,Luxembourg,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),5.9
2000,Luxembourg,Percentage of gross domestic product (GDP),General government,Total general government revenue,43.5
2000,Hungary,Percentage of gross domestic product (GDP),General government,Total general government expenditure,47.2
2000,Hungary,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3
2000,Hungary,Percentage of gross domestic product (GDP),General government,Total general government revenue,44.1
2000,Malta,Percentage of gross domestic product (GDP),General government,Total general government expenditure,40.2
2000,Malta,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-5.5
2000,Malta,Percentage of gross domestic product (GDP),General government,Total general government revenue,34.7
2000,Netherlands,Percentage of gross domestic product (GDP),General government,Total general government expenditure,41.8
2000,Netherlands,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),1.9
2000,Netherlands,Percentage of gross domestic product (GDP),General government,Total general government revenue,43.6
2000,Austria,Percentage of gross domestic product (GDP),General government,Total general government expenditure,50.8
2000,Austria,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-2.1
2000,Austria,Percentage of gross domestic product (GDP),General government,Total general government revenue,48.7
2000,Poland,Percentage of gross domestic product (GDP),General government,Total general government expenditure,42
2000,Poland,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3
2000,Poland,Percentage of gross domestic product (GDP),General government,Total general government revenue,39
2000,Portugal,Percentage of gross domestic product (GDP),General government,Total general government expenditure,42.6
2000,Portugal,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.2
2000,Portugal,Percentage of gross domestic product (GDP),General government,Total general government revenue,39.4
2000,Romania,Percentage of gross domestic product (GDP),General government,Total general government expenditure,38.3
2000,Romania,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-4.6
2000,Romania,Percentage of gross domestic product (GDP),General government,Total general government revenue,33.8
2000,Slovenia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,46.1
2000,Slovenia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.6
2000,Slovenia,Percentage of gross domestic product (GDP),General government,Total general government revenue,42.5
2000,Slovakia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,52
2000,Slovakia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-12
2000,Slovakia,Percentage of gross domestic product (GDP),General government,Total general government revenue,40
2000,Finland,Percentage of gross domestic product (GDP),General government,Total general government expenditure,48
2000,Finland,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),6.9
2000,Finland,Percentage of gross domestic product (GDP),General government,Total general government revenue,54.9
2000,Sweden,Percentage of gross domestic product (GDP),General government,Total general government expenditure,53.6
2000,Sweden,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),3.2
2000,Sweden,Percentage of gross domestic product (GDP),General government,Total general government revenue,56.8
2000,United Kingdom,Percentage of gross domestic product (GDP),General government,Total general government expenditure,35.7
2000,United Kingdom,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),1.1
2000,United Kingdom,Percentage of gross domestic product (GDP),General government,Total general government revenue,36.8
2001,Belgium,Percentage of gross domestic product (GDP),General government,Total general government expenditure,49.2
2001,Belgium,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),0.2
2001,Belgium,Percentage of gross domestic product (GDP),General government,Total general government revenue,49.4
2001,Bulgaria,Percentage of gross domestic product (GDP),General government,Total general government expenditure,40.7
2001,Bulgaria,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),1.1
2001,Bulgaria,Percentage of gross domestic product (GDP),General government,Total general government revenue,41.8
2001,Czech Republic,Percentage of gross domestic product (GDP),General government,Total general government expenditure,42.5
2001,Czech Republic,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-5.3
2001,Czech Republic,Percentage of gross domestic product (GDP),General government,Total general government revenue,37.2
2001,Denmark,Percentage of gross domestic product (GDP),General government,Total general government expenditure,52.8
2001,Denmark,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),1.1
2001,Denmark,Percentage of gross domestic product (GDP),General government,Total general government revenue,54
2001,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Total general government expenditure,46.9
2001,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.1
2001,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Total general government revenue,43.8
2001,Estonia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,35
2001,Estonia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),0.2
2001,Estonia,Percentage of gross domestic product (GDP),General government,Total general government revenue,35.2
2001,Ireland,Percentage of gross domestic product (GDP),General government,Total general government expenditure,32.5
2001,Ireland,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),1
2001,Ireland,Percentage of gross domestic product (GDP),General government,Total general government revenue,33.5
2001,Greece,Percentage of gross domestic product (GDP),General government,Total general government expenditure,46
2001,Greece,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-5.5
2001,Greece,Percentage of gross domestic product (GDP),General government,Total general government revenue,40.5
2001,Spain,Percentage of gross domestic product (GDP),General government,Total general government expenditure,38.5
2001,Spain,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-0.5
2001,Spain,Percentage of gross domestic product (GDP),General government,Total general government revenue,37.9
2001,France,Percentage of gross domestic product (GDP),General government,Total general government expenditure,51.2
2001,France,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-1.4
2001,France,Percentage of gross domestic product (GDP),General government,Total general government revenue,49.8
2001,Croatia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,45.4
2001,Croatia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-2.1
2001,Croatia,Percentage of gross domestic product (GDP),General government,Total general government revenue,43.3
2001,Italy,Percentage of gross domestic product (GDP),General government,Total general government expenditure,47.5
2001,Italy,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.4
2001,Italy,Percentage of gross domestic product (GDP),General government,Total general government revenue,44.1
2001,Cyprus,Percentage of gross domestic product (GDP),General government,Total general government expenditure,35.1
2001,Cyprus,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-2.1
2001,Cyprus,Percentage of gross domestic product (GDP),General government,Total general government revenue,33.1
2001,Latvia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,34.8
2001,Latvia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-2
2001,Latvia,Percentage of gross domestic product (GDP),General government,Total general government revenue,32.8
2001,Lithuania,Percentage of gross domestic product (GDP),General government,Total general government expenditure,37.1
2001,Lithuania,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.5
2001,Lithuania,Percentage of gross domestic product (GDP),General government,Total general government revenue,33.6
2001,Luxembourg,Percentage of gross domestic product (GDP),General government,Total general government expenditure,38.6
2001,Luxembourg,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),6
2001,Luxembourg,Percentage of gross domestic product (GDP),General government,Total general government revenue,44.6
2001,Hungary,Percentage of gross domestic product (GDP),General government,Total general government expenditure,47.2
2001,Hungary,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-4.1
2001,Hungary,Percentage of gross domestic product (GDP),General government,Total general government revenue,43.2
2001,Malta,Percentage of gross domestic product (GDP),General government,Total general government expenditure,41.7
2001,Malta,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-6.1
2001,Malta,Percentage of gross domestic product (GDP),General government,Total general government revenue,35.6
2001,Netherlands,Percentage of gross domestic product (GDP),General government,Total general government expenditure,43.1
2001,Netherlands,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-0.3
2001,Netherlands,Percentage of gross domestic product (GDP),General government,Total general government revenue,42.8
2001,Austria,Percentage of gross domestic product (GDP),General government,Total general government expenditure,51.5
2001,Austria,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-0.7
2001,Austria,Percentage of gross domestic product (GDP),General government,Total general government revenue,50.8
2001,Poland,Percentage of gross domestic product (GDP),General government,Total general government expenditure,44.9
2001,Poland,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-4.8
2001,Poland,Percentage of gross domestic product (GDP),General government,Total general government revenue,40.2
2001,Portugal,Percentage of gross domestic product (GDP),General government,Total general government expenditure,44.1
2001,Portugal,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-4.8
2001,Portugal,Percentage of gross domestic product (GDP),General government,Total general government revenue,39.3
2001,Romania,Percentage of gross domestic product (GDP),General government,Total general government expenditure,36
2001,Romania,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.4
2001,Romania,Percentage of gross domestic product (GDP),General government,Total general government revenue,32.6
2001,Slovenia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,47
2001,Slovenia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.9
2001,Slovenia,Percentage of gross domestic product (GDP),General government,Total general government revenue,43.1
2001,Slovakia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,44.4
2001,Slovakia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-6.4
2001,Slovakia,Percentage of gross domestic product (GDP),General government,Total general government revenue,38
2001,Finland,Percentage of gross domestic product (GDP),General government,Total general government expenditure,47.3
2001,Finland,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),5
2001,Finland,Percentage of gross domestic product (GDP),General government,Total general government revenue,52.3
2001,Sweden,Percentage of gross domestic product (GDP),General government,Total general government expenditure,53.1
2001,Sweden,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),1.4
2001,Sweden,Percentage of gross domestic product (GDP),General government,Total general government revenue,54.5
2001,United Kingdom,Percentage of gross domestic product (GDP),General government,Total general government expenditure,36.8
2001,United Kingdom,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),0.4
2001,United Kingdom,Percentage of gross domestic product (GDP),General government,Total general government revenue,37.2
2002,Belgium,Percentage of gross domestic product (GDP),General government,Total general government expenditure,49.5
2002,Belgium,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),0
2002,Belgium,Percentage of gross domestic product (GDP),General government,Total general government revenue,49.6
2002,Bulgaria,Percentage of gross domestic product (GDP),General government,Total general government expenditure,39.4
2002,Bulgaria,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-1.2
2002,Bulgaria,Percentage of gross domestic product (GDP),General government,Total general government revenue,38.2
2002,Czech Republic,Percentage of gross domestic product (GDP),General government,Total general government expenditure,44.3
2002,Czech Republic,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-6.3
2002,Czech Republic,Percentage of gross domestic product (GDP),General government,Total general government revenue,38
2002,Denmark,Percentage of gross domestic product (GDP),General government,Total general government expenditure,53.2
2002,Denmark,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),0
2002,Denmark,Percentage of gross domestic product (GDP),General government,Total general government revenue,53.2
2002,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Total general government expenditure,47.3
2002,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.9
2002,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Total general government revenue,43.3
2002,Estonia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,36.1
2002,Estonia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),0.4
2002,Estonia,Percentage of gross domestic product (GDP),General government,Total general government revenue,36.5
2002,Ireland,Percentage of gross domestic product (GDP),General government,Total general government expenditure,33
2002,Ireland,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-0.3
2002,Ireland,Percentage of gross domestic product (GDP),General government,Total general government revenue,32.7
2002,Greece,Percentage of gross domestic product (GDP),General government,Total general government expenditure,45.8
2002,Greece,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-6
2002,Greece,Percentage of gross domestic product (GDP),General government,Total general government revenue,39.8
2002,Spain,Percentage of gross domestic product (GDP),General government,Total general government expenditure,38.6
2002,Spain,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-0.4
2002,Spain,Percentage of gross domestic product (GDP),General government,Total general government revenue,38.2
2002,France,Percentage of gross domestic product (GDP),General government,Total general government expenditure,52.3
2002,France,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.1
2002,France,Percentage of gross domestic product (GDP),General government,Total general government revenue,49.2
2002,Croatia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,47.8
2002,Croatia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.5
2002,Croatia,Percentage of gross domestic product (GDP),General government,Total general government revenue,44.3
2002,Italy,Percentage of gross domestic product (GDP),General government,Total general government expenditure,46.8
2002,Italy,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.1
2002,Italy,Percentage of gross domestic product (GDP),General government,Total general government revenue,43.7
2002,Cyprus,Percentage of gross domestic product (GDP),General government,Total general government expenditure,36.8
2002,Cyprus,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-4.1
2002,Cyprus,Percentage of gross domestic product (GDP),General government,Total general government revenue,32.7
2002,Latvia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,35.2
2002,Latvia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-2.2
2002,Latvia,Percentage of gross domestic product (GDP),General government,Total general government revenue,32.9
2002,Lithuania,Percentage of gross domestic product (GDP),General government,Total general government expenditure,35.1
2002,Lithuania,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-1.9
2002,Lithuania,Percentage of gross domestic product (GDP),General government,Total general government revenue,33.3
2002,Luxembourg,Percentage of gross domestic product (GDP),General government,Total general government expenditure,41.9
2002,Luxembourg,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),2.5
2002,Luxembourg,Percentage of gross domestic product (GDP),General government,Total general government revenue,44.4
2002,Hungary,Percentage of gross domestic product (GDP),General government,Total general government expenditure,50.9
2002,Hungary,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-8.8
2002,Hungary,Percentage of gross domestic product (GDP),General government,Total general government revenue,42.1
2002,Malta,Percentage of gross domestic product (GDP),General government,Total general government expenditure,41.4
2002,Malta,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-5.4
2002,Malta,Percentage of gross domestic product (GDP),General government,Total general government revenue,36
2002,Netherlands,Percentage of gross domestic product (GDP),General government,Total general government expenditure,43.9
2002,Netherlands,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-2.1
2002,Netherlands,Percentage of gross domestic product (GDP),General government,Total general government revenue,41.8
2002,Austria,Percentage of gross domestic product (GDP),General government,Total general government expenditure,51.2
2002,Austria,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-1.4
2002,Austria,Percentage of gross domestic product (GDP),General government,Total general government revenue,49.7
2002,Poland,Percentage of gross domestic product (GDP),General government,Total general government expenditure,45.3
2002,Poland,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-4.8
2002,Poland,Percentage of gross domestic product (GDP),General government,Total general government revenue,40.4
2002,Portugal,Percentage of gross domestic product (GDP),General government,Total general government expenditure,43.7
2002,Portugal,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-3.3
2002,Portugal,Percentage of gross domestic product (GDP),General government,Total general government revenue,40.4
2002,Romania,Percentage of gross domestic product (GDP),General government,Total general government expenditure,34.8
2002,Romania,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-1.9
2002,Romania,Percentage of gross domestic product (GDP),General government,Total general government revenue,32.9
2002,Slovenia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,45.8
2002,Slovenia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-2.4
2002,Slovenia,Percentage of gross domestic product (GDP),General government,Total general government revenue,43.4
2002,Slovakia,Percentage of gross domestic product (GDP),General government,Total general government expenditure,45.1
2002,Slovakia,Percentage of gross domestic product (GDP),General government,Net lending (+) /net borrowing (-),-8.1
2002,Slovakia,Percentage of gross domestic product (GDP),General government,Total general government revenue,37.1
2002,Finland,Percentage of gross domestic product (GDP),General government,Total general government expenditure,48.5
