TIME,GEO,UNIT,SECTOR,NA_ITEM,Value
1996,Portugal,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,59.5
1996,Romania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,10.6
1996,Slovenia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,21.6
1996,Slovakia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,30.5
1996,Finland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,55.3
1996,Sweden,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,70.2
1996,United Kingdom,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,44.8
1997,European Union (25 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt, 
1997,Euro area (17 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,72.3
1997,Belgium,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,123.2
1997,Bulgaria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,97.3
1997,Czech Republic,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,12.1
1997,Denmark,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt, 
1997,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.7
1997,Estonia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,7
1997,Ireland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,61.6
1997,Greece,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,99.5
1997,Spain,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,64.4
1997,France,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,61.1
1997,Croatia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt, 
1997,Italy,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,113.8
1997,Cyprus,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,53
1997,Latvia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,10.6
1997,Lithuania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,15.4
1997,Luxembourg,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,8
1997,Hungary,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,62.1
1997,Malta,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,46.6
1997,Netherlands,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.9
1997,Austria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,63.2
1997,Poland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.3
1997,Portugal,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,55.2
1997,Romania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,14.9
1997,Slovenia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.1
1997,Slovakia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,33
1997,Finland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,52.2
1997,Sweden,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67.9
1997,United Kingdom,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,43.9
1998,European Union (25 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt, 
1998,Euro area (17 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,72
1998,Belgium,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,118.2
1998,Bulgaria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,69.3
1998,Czech Republic,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,13.9
1998,Denmark,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt, 
1998,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,59.5
1998,Estonia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,6
1998,Ireland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,51.5
1998,Greece,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,97.4
1998,Spain,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,62.5
1998,France,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,61
1998,Croatia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt, 
1998,Italy,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,110.8
1998,Cyprus,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,54.7
1998,Latvia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,9
1998,Lithuania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,16.5
1998,Luxembourg,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,7.7
1998,Hungary,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60
1998,Malta,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,51.2
1998,Netherlands,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,62.8
1998,Austria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,63.6
1998,Poland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,38.4
1998,Portugal,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,51.8
1998,Romania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,16.7
1998,Slovenia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.8
1998,Slovakia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,33.9
1998,Finland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,46.9
1998,Sweden,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,66.8
1998,United Kingdom,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41.6
1999,European Union (25 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt, 
1999,Euro area (17 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,70.7
1999,Belgium,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,114.4
1999,Bulgaria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,76.1
1999,Czech Republic,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,15.2
1999,Denmark,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt, 
1999,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60
1999,Estonia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,6.5
1999,Ireland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,46.6
1999,Greece,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,98.9
1999,Spain,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60.9
1999,France,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60.2
1999,Croatia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt, 
1999,Italy,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,109.7
1999,Cyprus,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,54.8
1999,Latvia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,12.1
1999,Lithuania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.7
1999,Luxembourg,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,6.8
1999,Hungary,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,59.8
1999,Malta,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,62.1
1999,Netherlands,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.5
1999,Austria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,66.4
1999,Poland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,39
1999,Portugal,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,51
1999,Romania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,21.6
1999,Slovenia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,23.7
1999,Slovakia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,47.1
1999,Finland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,44.1
1999,Sweden,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,61.5
1999,United Kingdom,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,40.2
2000,European Union (25 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60.3
2000,Euro area (17 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,68.2
2000,Belgium,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,108.8
2000,Bulgaria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,71.2
2000,Czech Republic,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,17
2000,Denmark,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,52.4
2000,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.9
2000,Estonia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,5.1
2000,Ireland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,36.1
2000,Greece,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,104.9
2000,Spain,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58
2000,France,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.6
2000,Croatia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt, 
2000,Italy,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,105.1
2000,Cyprus,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,54.9
2000,Latvia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,12.1
2000,Lithuania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,23.5
2000,Luxembourg,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,6.5
2000,Hungary,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,55.1
2000,Malta,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60.9
2000,Netherlands,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,51.8
2000,Austria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.9
2000,Poland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,36.5
2000,Portugal,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,50.3
2000,Romania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.4
2000,Slovenia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,25.9
2000,Slovakia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.6
2000,Finland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.5
2000,Sweden,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,50.7
2000,United Kingdom,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,37.3
2001,European Union (25 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,59.6
2001,Euro area (17 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67.2
2001,Belgium,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,107.6
2001,Bulgaria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65
2001,Czech Republic,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.8
2001,Denmark,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,48.5
2001,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,57.7
2001,Estonia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,4.8
2001,Ireland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,33.2
2001,Greece,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,107.1
2001,Spain,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,54.2
2001,France,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.1
2001,Croatia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt, 
2001,Italy,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,104.7
2001,Cyprus,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,56.5
2001,Latvia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,13.9
2001,Lithuania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.9
2001,Luxembourg,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,7
2001,Hungary,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,51.7
2001,Malta,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.5
2001,Netherlands,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.2
2001,Austria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,66.5
2001,Poland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,37.3
2001,Portugal,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,53.4
2001,Romania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,25.7
2001,Slovenia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,26.1
2001,Slovakia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,48.3
2001,Finland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41
2001,Sweden,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,52.1
2001,United Kingdom,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,34.6
2002,European Union (25 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,59.1
2002,Euro area (17 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67.1
2002,Belgium,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,104.7
2002,Bulgaria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,51.4
2002,Czech Republic,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,25.9
2002,Denmark,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.1
2002,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,59.4
2002,Estonia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,5.7
2002,Ireland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,30.6
2002,Greece,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,104.9
2002,Spain,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,51.3
2002,France,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60
2002,Croatia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,36.6
2002,Italy,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,101.9
2002,Cyprus,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,59.7
2002,Latvia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,13.1
2002,Lithuania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.1
2002,Luxembourg,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,6.9
2002,Hungary,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,55
2002,Malta,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,63.2
2002,Netherlands,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,48.5
2002,Austria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,66.5
2002,Poland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41.8
2002,Portugal,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,56.2
2002,Romania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,24.8
2002,Slovenia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,27.3
2002,Slovakia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.9
2002,Finland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,40.2
2002,Sweden,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,50.2
2002,United Kingdom,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,34.7
2003,European Union (25 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60.7
2003,Euro area (17 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,68.3
2003,Belgium,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,101.1
2003,Bulgaria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,43.7
2003,Czech Republic,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,28.1
2003,Denmark,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,46.2
2003,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,63.1
2003,Estonia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,5.6
2003,Ireland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,29.9
2003,Greece,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,101.5
2003,Spain,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,47.6
2003,France,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,64.1
2003,Croatia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,38.1
2003,Italy,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,100.5
2003,Cyprus,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,63.1
2003,Latvia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,13.9
2003,Lithuania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,20.4
2003,Luxembourg,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,6.9
2003,Hungary,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,57.6
2003,Malta,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,69.1
2003,Netherlands,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.7
2003,Austria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.7
2003,Poland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,46.6
2003,Portugal,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.7
2003,Romania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,21.3
2003,Slovenia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,26.7
2003,Slovakia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41.6
2003,Finland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.8
2003,Sweden,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.7
2003,United Kingdom,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,35.9
2004,European Union (25 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,61.3
2004,Euro area (17 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,68.6
2004,Belgium,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,96.5
2004,Bulgaria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,36
2004,Czech Republic,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,28.5
2004,Denmark,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,44.2
2004,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,64.8
2004,Estonia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,5.1
2004,Ireland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,28.2
2004,Greece,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,102.9
2004,Spain,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,45.3
2004,France,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.7
2004,Croatia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,40.4
2004,Italy,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,100.1
2004,Cyprus,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,64.1
2004,Latvia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,14.3
2004,Lithuania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,18.7
2004,Luxembourg,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,7.3
2004,Hungary,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.5
2004,Malta,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,72
2004,Netherlands,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.9
2004,Austria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.1
2004,Poland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,45
2004,Portugal,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,62
2004,Romania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,18.6
2004,Slovenia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,26.8
2004,Slovakia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,40.6
2004,Finland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.7
2004,Sweden,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,48.7
2004,United Kingdom,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,38.8
2005,European Union (25 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,62
2005,Euro area (17 countries),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,69.4
2005,Belgium,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,94.6
2005,Bulgaria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,26.8
2005,Czech Republic,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,28
2005,Denmark,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,37.4
2005,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67
2005,Estonia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,4.5
2005,Ireland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,26.1
2005,Greece,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,107.4
2005,Spain,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.3
2005,France,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67.1
2005,Croatia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41.3
2005,Italy,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,101.9
2005,Cyprus,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,62.8
2005,Latvia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,11.7
2005,Lithuania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,17.6
2005,Luxembourg,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,7.5
2005,Hungary,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60.5
2005,Malta,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,70.1
2005,Netherlands,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.3
2005,Austria,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,68.6
2005,Poland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,46.4
2005,Portugal,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67.4
2005,Romania,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,15.7
2005,Slovenia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,26.3
2005,Slovakia,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,34.1
2005,Finland,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,40
