"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CPI","TOT","AGRWTH","Q","2007-Q2",1.790281,
"NLD","CPI","TOT","AGRWTH","Q","2007-Q3",1.289348,
"NLD","CPI","TOT","AGRWTH","Q","2007-Q4",1.801418,
"NLD","CPI","TOT","AGRWTH","Q","2008-Q1",2.139635,
"NLD","CPI","TOT","AGRWTH","Q","2008-Q2",2.306989,
"NLD","CPI","TOT","AGRWTH","Q","2008-Q3",3.16896,
"NLD","CPI","TOT","AGRWTH","Q","2008-Q4",2.328944,
"NLD","CPI","TOT","AGRWTH","Q","2009-Q1",1.95516,
"NLD","CPI","TOT","AGRWTH","Q","2009-Q2",1.611223,
"NLD","CPI","TOT","AGRWTH","Q","2009-Q3",0.2815962,
"NLD","CPI","TOT","AGRWTH","Q","2009-Q4",0.9259948,
"NLD","CPI","TOT","AGRWTH","Q","2010-Q1",0.884792,
"NLD","CPI","TOT","AGRWTH","Q","2010-Q2",0.9704471,
"NLD","CPI","TOT","AGRWTH","Q","2010-Q3",1.559209,
"NLD","CPI","TOT","AGRWTH","Q","2010-Q4",1.687608,
"NLD","CPI","TOT","AGRWTH","Q","2011-Q1",1.864152,
"NLD","CPI","TOT","AGRWTH","Q","2011-Q2",2.118091,
"NLD","CPI","TOT","AGRWTH","Q","2011-Q3",2.870448,
"NLD","CPI","TOT","AGRWTH","Q","2011-Q4",2.507519,
"NLD","CPI","TOT","AGRWTH","Q","2012-Q1",2.478475,
"NLD","CPI","TOT","AGRWTH","Q","2012-Q2",2.205569,
"NLD","CPI","TOT","AGRWTH","Q","2012-Q3",2.291696,
"NLD","CPI","TOT","AGRWTH","Q","2012-Q4",2.845629,
"NLD","CPI","TOT","AGRWTH","Q","2013-Q1",2.963406,
"NLD","CPI","TOT","AGRWTH","Q","2013-Q2",2.748723,
"NLD","CPI","TOT","AGRWTH","Q","2013-Q3",2.772784,
"NLD","CPI","TOT","AGRWTH","Q","2013-Q4",1.557022,
"NLD","CPI","TOT","AGRWTH","Q","2014-Q1",1.095937,
"NLD","CPI","TOT","AGRWTH","Q","2014-Q2",0.9875541,
"NLD","CPI","TOT","AGRWTH","Q","2014-Q3",0.9183879,
"NLD","CPI","TOT","AGRWTH","Q","2014-Q4",0.903645,
"NLD","CPI","TOT","AGRWTH","Q","2015-Q1",0.1621019,
"NLD","CPI","TOT","AGRWTH","Q","2015-Q2",0.8807769,
"NLD","CPI","TOT","AGRWTH","Q","2015-Q3",0.7333578,
"NLD","CPI","TOT","AGRWTH","Q","2015-Q4",0.6205139,
"NLD","CPI","TOT","AGRWTH","Q","2016-Q1",0.5832968,
"NLD","CPI","TOT","AGRWTH","Q","2016-Q2",0.003319722,
"NLD","CPI","TOT","AGRWTH","Q","2016-Q3",0.006618353,
"NLD","CPI","TOT","AGRWTH","Q","2016-Q4",0.6800227,
"NLD","CPI","TOT","AGRWTH","Q","2017-Q1",1.52856,
"NLD","CPI","TOT","AGRWTH","Q","2017-Q2",1.248174,
"NLD","CPI","TOT","AGRWTH","Q","2017-Q3",1.389762,
"NLD","CPI","TOT","AGRWTH","Q","2017-Q4",1.360792,
"NZL","CPI","TOT","AGRWTH","Q","1950-Q1",2,
"NZL","CPI","TOT","AGRWTH","Q","1950-Q2",4.990018,
"NZL","CPI","TOT","AGRWTH","Q","1950-Q3",7.199213,
"NZL","CPI","TOT","AGRWTH","Q","1950-Q4",8.54617,
"NZL","CPI","TOT","AGRWTH","Q","1951-Q1",9.90196,
"NZL","CPI","TOT","AGRWTH","Q","1951-Q2",11.12168,
"NZL","CPI","TOT","AGRWTH","Q","1951-Q3",11.03955,
"NZL","CPI","TOT","AGRWTH","Q","1951-Q4",11.9457,
"NZL","CPI","TOT","AGRWTH","Q","1952-Q1",11.7752,
"NZL","CPI","TOT","AGRWTH","Q","1952-Q2",8.639863,
"NZL","CPI","TOT","AGRWTH","Q","1952-Q3",6.379456,
"NZL","CPI","TOT","AGRWTH","Q","1952-Q4",4.607922,
"NZL","CPI","TOT","AGRWTH","Q","1953-Q1",4.309656,
"NZL","CPI","TOT","AGRWTH","Q","1953-Q2",4.094487,
"NZL","CPI","TOT","AGRWTH","Q","1953-Q3",4.127725,
"NZL","CPI","TOT","AGRWTH","Q","1953-Q4",5.564144,
"NZL","CPI","TOT","AGRWTH","Q","1954-Q1",5.355781,
"NZL","CPI","TOT","AGRWTH","Q","1954-Q2",5.900151,
"NZL","CPI","TOT","AGRWTH","Q","1954-Q3",4.861631,
"NZL","CPI","TOT","AGRWTH","Q","1954-Q4",2.415812,
"NZL","CPI","TOT","AGRWTH","Q","1955-Q1",2.977487,
"NZL","CPI","TOT","AGRWTH","Q","1955-Q2",2.285716,
"NZL","CPI","TOT","AGRWTH","Q","1955-Q3",2.282453,
"NZL","CPI","TOT","AGRWTH","Q","1955-Q4",2.501786,
"NZL","CPI","TOT","AGRWTH","Q","1956-Q1",2.15726,
"NZL","CPI","TOT","AGRWTH","Q","1956-Q2",2.556561,
"NZL","CPI","TOT","AGRWTH","Q","1956-Q3",4.607394,
"NZL","CPI","TOT","AGRWTH","Q","1956-Q4",4.607394,
"NZL","CPI","TOT","AGRWTH","Q","1957-Q1",2.764069,
"NZL","CPI","TOT","AGRWTH","Q","1957-Q2",2.823762,
"NZL","CPI","TOT","AGRWTH","Q","1957-Q3",1.334604,
"NZL","CPI","TOT","AGRWTH","Q","1957-Q4",1.811249,
"NZL","CPI","TOT","AGRWTH","Q","1958-Q1",2.689723,
"NZL","CPI","TOT","AGRWTH","Q","1958-Q2",2.272725,
"NZL","CPI","TOT","AGRWTH","Q","1958-Q3",6.302917,
"NZL","CPI","TOT","AGRWTH","Q","1958-Q4",6.460673,
"NZL","CPI","TOT","AGRWTH","Q","1959-Q1",6.548176,
"NZL","CPI","TOT","AGRWTH","Q","1959-Q2",5.740743,
"NZL","CPI","TOT","AGRWTH","Q","1959-Q3",2.123894,
"NZL","CPI","TOT","AGRWTH","Q","1959-Q4",1.14336,
"NZL","CPI","TOT","AGRWTH","Q","1960-Q1",0.5267751,
"NZL","CPI","TOT","AGRWTH","Q","1960-Q2",0.4378265,
"NZL","CPI","TOT","AGRWTH","Q","1960-Q3",0.2599651,
"NZL","CPI","TOT","AGRWTH","Q","1960-Q4",1.565218,
"NZL","CPI","TOT","AGRWTH","Q","1961-Q1",1.572053,
"NZL","CPI","TOT","AGRWTH","Q","1961-Q2",1.394943,
"NZL","CPI","TOT","AGRWTH","Q","1961-Q3",2.07433,
"NZL","CPI","TOT","AGRWTH","Q","1961-Q4",2.140413,
"NZL","CPI","TOT","AGRWTH","Q","1962-Q1",2.923475,
"NZL","CPI","TOT","AGRWTH","Q","1962-Q2",3.267412,
"NZL","CPI","TOT","AGRWTH","Q","1962-Q3",2.455547,
"NZL","CPI","TOT","AGRWTH","Q","1962-Q4",2.095555,
"NZL","CPI","TOT","AGRWTH","Q","1963-Q1",1.837928,
"NZL","CPI","TOT","AGRWTH","Q","1963-Q2",1.915072,
"NZL","CPI","TOT","AGRWTH","Q","1963-Q3",1.900825,
"NZL","CPI","TOT","AGRWTH","Q","1963-Q4",2.216749,
"NZL","CPI","TOT","AGRWTH","Q","1964-Q1",2.543069,
"NZL","CPI","TOT","AGRWTH","Q","1964-Q2",3.022874,
"NZL","CPI","TOT","AGRWTH","Q","1964-Q3",3.811842,
"NZL","CPI","TOT","AGRWTH","Q","1964-Q4",4.497993,
"NZL","CPI","TOT","AGRWTH","Q","1965-Q1",4.32,
"NZL","CPI","TOT","AGRWTH","Q","1965-Q2",3.568597,
"NZL","CPI","TOT","AGRWTH","Q","1965-Q3",3.359375,
"NZL","CPI","TOT","AGRWTH","Q","1965-Q4",2.382783,
"NZL","CPI","TOT","AGRWTH","Q","1966-Q1",2.837729,
"NZL","CPI","TOT","AGRWTH","Q","1966-Q2",3.28484,
"NZL","CPI","TOT","AGRWTH","Q","1966-Q3",2.554497,
"NZL","CPI","TOT","AGRWTH","Q","1966-Q4",2.355555,
"NZL","CPI","TOT","AGRWTH","Q","1967-Q1",4.219824,
"NZL","CPI","TOT","AGRWTH","Q","1967-Q2",6.439023,
"NZL","CPI","TOT","AGRWTH","Q","1967-Q3",6.98351,
"NZL","CPI","TOT","AGRWTH","Q","1967-Q4",6.563706,
"NZL","CPI","TOT","AGRWTH","Q","1968-Q1",4.990583,
"NZL","CPI","TOT","AGRWTH","Q","1968-Q2",3.574703,
"NZL","CPI","TOT","AGRWTH","Q","1968-Q3",3.626473,
"NZL","CPI","TOT","AGRWTH","Q","1968-Q4",5.072464,
"NZL","CPI","TOT","AGRWTH","Q","1969-Q1",5.470852,
"NZL","CPI","TOT","AGRWTH","Q","1969-Q2",5.221239,
"NZL","CPI","TOT","AGRWTH","Q","1969-Q3",5.074367,
"NZL","CPI","TOT","AGRWTH","Q","1969-Q4",3.965518,
"NZL","CPI","TOT","AGRWTH","Q","1970-Q1",4.761905,
"NZL","CPI","TOT","AGRWTH","Q","1970-Q2",5.214467,
"NZL","CPI","TOT","AGRWTH","Q","1970-Q3",6.078267,
"NZL","CPI","TOT","AGRWTH","Q","1970-Q4",9.950249,
"NZL","CPI","TOT","AGRWTH","Q","1971-Q1",10.30844,
"NZL","CPI","TOT","AGRWTH","Q","1971-Q2",11.03117,
"NZL","CPI","TOT","AGRWTH","Q","1971-Q3",11.146,
"NZL","CPI","TOT","AGRWTH","Q","1971-Q4",9.125189,
"NZL","CPI","TOT","AGRWTH","Q","1972-Q1",8.462107,
"NZL","CPI","TOT","AGRWTH","Q","1972-Q2",7.415407,
"NZL","CPI","TOT","AGRWTH","Q","1972-Q3",6.497175,
"NZL","CPI","TOT","AGRWTH","Q","1972-Q4",5.459571,
"NZL","CPI","TOT","AGRWTH","Q","1973-Q1",5.970148,
"NZL","CPI","TOT","AGRWTH","Q","1973-Q2",7.573727,
"NZL","CPI","TOT","AGRWTH","Q","1973-Q3",8.885941,
"NZL","CPI","TOT","AGRWTH","Q","1973-Q4",10.15727,
"NZL","CPI","TOT","AGRWTH","Q","1974-Q1",10.3073,
"NZL","CPI","TOT","AGRWTH","Q","1974-Q2",9.968847,
"NZL","CPI","TOT","AGRWTH","Q","1974-Q3",11.51035,
"NZL","CPI","TOT","AGRWTH","Q","1974-Q4",12.55205,
"NZL","CPI","TOT","AGRWTH","Q","1975-Q1",13.21254,
"NZL","CPI","TOT","AGRWTH","Q","1975-Q2",14.91354,
"NZL","CPI","TOT","AGRWTH","Q","1975-Q3",14.80131,
"NZL","CPI","TOT","AGRWTH","Q","1975-Q4",15.7,
"NZL","CPI","TOT","AGRWTH","Q","1976-Q1",17.1678,
"NZL","CPI","TOT","AGRWTH","Q","1976-Q2",17.72388,
"NZL","CPI","TOT","AGRWTH","Q","1976-Q3",17.19172,
"NZL","CPI","TOT","AGRWTH","Q","1976-Q4",15.64391,
"NZL","CPI","TOT","AGRWTH","Q","1977-Q1",13.65894,
"NZL","CPI","TOT","AGRWTH","Q","1977-Q2",14.02536,
"NZL","CPI","TOT","AGRWTH","Q","1977-Q3",14.43932,
"NZL","CPI","TOT","AGRWTH","Q","1977-Q4",15.32137,
"NZL","CPI","TOT","AGRWTH","Q","1978-Q1",14.62928,
"NZL","CPI","TOT","AGRWTH","Q","1978-Q2",12.26692,
"NZL","CPI","TOT","AGRWTH","Q","1978-Q3",11.11671,
"NZL","CPI","TOT","AGRWTH","Q","1978-Q4",10.1,
"NZL","CPI","TOT","AGRWTH","Q","1979-Q1",10.39216,
"NZL","CPI","TOT","AGRWTH","Q","1979-Q2",12.41643,
"NZL","CPI","TOT","AGRWTH","Q","1979-Q3",15.19105,
"NZL","CPI","TOT","AGRWTH","Q","1979-Q4",16.53043,
"NZL","CPI","TOT","AGRWTH","Q","1980-Q1",18.38366,
"NZL","CPI","TOT","AGRWTH","Q","1980-Q2",17.92693,
"NZL","CPI","TOT","AGRWTH","Q","1980-Q3",16.34304,
"NZL","CPI","TOT","AGRWTH","Q","1980-Q4",16.13406,
"NZL","CPI","TOT","AGRWTH","Q","1981-Q1",15.24306,
"NZL","CPI","TOT","AGRWTH","Q","1981-Q2",15.07781,
"NZL","CPI","TOT","AGRWTH","Q","1981-Q3",15.42837,
"NZL","CPI","TOT","AGRWTH","Q","1981-Q4",15.7,
"NZL","CPI","TOT","AGRWTH","Q","1982-Q1",15.80989,
"NZL","CPI","TOT","AGRWTH","Q","1982-Q2",16.97761,
"NZL","CPI","TOT","AGRWTH","Q","1982-Q3",16.60682,
"NZL","CPI","TOT","AGRWTH","Q","1982-Q4",15.29818,
"NZL","CPI","TOT","AGRWTH","Q","1983-Q1",12.64657,
"NZL","CPI","TOT","AGRWTH","Q","1983-Q2",8.293461,
"NZL","CPI","TOT","AGRWTH","Q","1983-Q3",5.388761,
"NZL","CPI","TOT","AGRWTH","Q","1983-Q4",3.598201,
"NZL","CPI","TOT","AGRWTH","Q","1984-Q1",3.470186,
"NZL","CPI","TOT","AGRWTH","Q","1984-Q2",4.718557,
"NZL","CPI","TOT","AGRWTH","Q","1984-Q3",7.006574,
"NZL","CPI","TOT","AGRWTH","Q","1984-Q4",9.4,
"NZL","CPI","TOT","AGRWTH","Q","1985-Q1",13.40616,
"NZL","CPI","TOT","AGRWTH","Q","1985-Q2",16.61808,
"NZL","CPI","TOT","AGRWTH","Q","1985-Q3",16.32076,
"NZL","CPI","TOT","AGRWTH","Q","1985-Q4",15.26508,
"NZL","CPI","TOT","AGRWTH","Q","1986-Q1",12.95972,
"NZL","CPI","TOT","AGRWTH","Q","1986-Q2",10.41667,
"NZL","CPI","TOT","AGRWTH","Q","1986-Q3",11.03001,
"NZL","CPI","TOT","AGRWTH","Q","1986-Q4",18.23949,
"NZL","CPI","TOT","AGRWTH","Q","1987-Q1",18.29457,
"NZL","CPI","TOT","AGRWTH","Q","1987-Q2",18.9434,
"NZL","CPI","TOT","AGRWTH","Q","1987-Q3",16.94668,
"NZL","CPI","TOT","AGRWTH","Q","1987-Q4",9.590878,
"NZL","CPI","TOT","AGRWTH","Q","1988-Q1",8.977719,
"NZL","CPI","TOT","AGRWTH","Q","1988-Q2",6.345178,
"NZL","CPI","TOT","AGRWTH","Q","1988-Q3",5.621487,
"NZL","CPI","TOT","AGRWTH","Q","1988-Q4",4.712362,
"NZL","CPI","TOT","AGRWTH","Q","1989-Q1",4.0181,
"NZL","CPI","TOT","AGRWTH","Q","1989-Q2",4.436337,
"NZL","CPI","TOT","AGRWTH","Q","1989-Q3",7.152513,
"NZL","CPI","TOT","AGRWTH","Q","1989-Q4",7.2,
"NZL","CPI","TOT","AGRWTH","Q","1990-Q1",7.02275,
"NZL","CPI","TOT","AGRWTH","Q","1990-Q2",7.624633,
"NZL","CPI","TOT","AGRWTH","Q","1990-Q3",5.004722,
"NZL","CPI","TOT","AGRWTH","Q","1990-Q4",4.850746,
"NZL","CPI","TOT","AGRWTH","Q","1991-Q1",4.528651,
"NZL","CPI","TOT","AGRWTH","Q","1991-Q2",2.815622,
"NZL","CPI","TOT","AGRWTH","Q","1991-Q3",2.158273,
"NZL","CPI","TOT","AGRWTH","Q","1991-Q4",0.9786477,
"NZL","CPI","TOT","AGRWTH","Q","1992-Q1",0.7957561,
"NZL","CPI","TOT","AGRWTH","Q","1992-Q2",0.9717315,
"NZL","CPI","TOT","AGRWTH","Q","1992-Q3",0.9683097,
"NZL","CPI","TOT","AGRWTH","Q","1992-Q4",1.321586,
"NZL","CPI","TOT","AGRWTH","Q","1993-Q1",0.9649122,
"NZL","CPI","TOT","AGRWTH","Q","1993-Q2",1.312336,
"NZL","CPI","TOT","AGRWTH","Q","1993-Q3",1.482127,
"NZL","CPI","TOT","AGRWTH","Q","1993-Q4",1.391304,
"NZL","CPI","TOT","AGRWTH","Q","1994-Q1",1.303215,
"NZL","CPI","TOT","AGRWTH","Q","1994-Q2",1.09361,
"NZL","CPI","TOT","AGRWTH","Q","1994-Q3",1.77457,
"NZL","CPI","TOT","AGRWTH","Q","1994-Q4",2.8,
"NZL","CPI","TOT","AGRWTH","Q","1995-Q1",4,
"NZL","CPI","TOT","AGRWTH","Q","1995-Q2",4.581674,
"NZL","CPI","TOT","AGRWTH","Q","1995-Q3",3.543307,
"NZL","CPI","TOT","AGRWTH","Q","1995-Q4",2.918288,
"NZL","CPI","TOT","AGRWTH","Q","1996-Q1",2.211539,
"NZL","CPI","TOT","AGRWTH","Q","1996-Q2",2,
"NZL","CPI","TOT","AGRWTH","Q","1996-Q3",2.376426,
"NZL","CPI","TOT","AGRWTH","Q","1996-Q4",2.551985,
"NZL","CPI","TOT","AGRWTH","Q","1997-Q1",1.787394,
"NZL","CPI","TOT","AGRWTH","Q","1997-Q2",1.120448,
"NZL","CPI","TOT","AGRWTH","Q","1997-Q3",1.021356,
"NZL","CPI","TOT","AGRWTH","Q","1997-Q4",0.8294931,
"NZL","CPI","TOT","AGRWTH","Q","1998-Q1",1.2939,
"NZL","CPI","TOT","AGRWTH","Q","1998-Q2",1.66205,
"NZL","CPI","TOT","AGRWTH","Q","1998-Q3",1.746324,
"NZL","CPI","TOT","AGRWTH","Q","1998-Q4",0.3656306,
"NZL","CPI","TOT","AGRWTH","Q","1999-Q1",-0.09124093,
"NZL","CPI","TOT","AGRWTH","Q","1999-Q2",-0.3633061,
"NZL","CPI","TOT","AGRWTH","Q","1999-Q3",-0.5069558,
"NZL","CPI","TOT","AGRWTH","Q","1999-Q4",0.5083789,
"NZL","CPI","TOT","AGRWTH","Q","2000-Q1",1.485023,
"NZL","CPI","TOT","AGRWTH","Q","2000-Q2",2,
"NZL","CPI","TOT","AGRWTH","Q","2000-Q3",2.988048,
"NZL","CPI","TOT","AGRWTH","Q","2000-Q4",3.976143,
"NZL","CPI","TOT","AGRWTH","Q","2001-Q1",3.060217,
"NZL","CPI","TOT","AGRWTH","Q","2001-Q2",3.235294,
"NZL","CPI","TOT","AGRWTH","Q","2001-Q3",2.417795,
"NZL","CPI","TOT","AGRWTH","Q","2001-Q4",1.816444,
"NZL","CPI","TOT","AGRWTH","Q","2002-Q1",2.586207,
"NZL","CPI","TOT","AGRWTH","Q","2002-Q2",2.754036,
"NZL","CPI","TOT","AGRWTH","Q","2002-Q3",2.644004,
"NZL","CPI","TOT","AGRWTH","Q","2002-Q4",2.723005,
"NZL","CPI","TOT","AGRWTH","Q","2003-Q1",2.521008,
"NZL","CPI","TOT","AGRWTH","Q","2003-Q2",1.478743,
"NZL","CPI","TOT","AGRWTH","Q","2003-Q3",1.471941,
"NZL","CPI","TOT","AGRWTH","Q","2003-Q4",1.553931,
"NZL","CPI","TOT","AGRWTH","Q","2004-Q1",1.54827,
"NZL","CPI","TOT","AGRWTH","Q","2004-Q2",2.367942,
"NZL","CPI","TOT","AGRWTH","Q","2004-Q3",2.538531,
"NZL","CPI","TOT","AGRWTH","Q","2004-Q4",2.70027,
"NZL","CPI","TOT","AGRWTH","Q","2005-Q1",2.780269,
"NZL","CPI","TOT","AGRWTH","Q","2005-Q2",2.846975,
"NZL","CPI","TOT","AGRWTH","Q","2005-Q3",3.359859,
"NZL","CPI","TOT","AGRWTH","Q","2005-Q4",3.155127,
"NZL","CPI","TOT","AGRWTH","Q","2006-Q1",3.315881,
"NZL","CPI","TOT","AGRWTH","Q","2006-Q2",3.979239,
"NZL","CPI","TOT","AGRWTH","Q","2006-Q3",3.542686,
"NZL","CPI","TOT","AGRWTH","Q","2006-Q4",2.634664,
"NZL","CPI","TOT","AGRWTH","Q","2007-Q1",2.535473,
"NZL","CPI","TOT","AGRWTH","Q","2007-Q2",2,
"NZL","CPI","TOT","AGRWTH","Q","2007-Q3",1.787488,
"NZL","CPI","TOT","AGRWTH","Q","2007-Q4",3.18408,
"NZL","CPI","TOT","AGRWTH","Q","2008-Q1",3.366337,
"NZL","CPI","TOT","AGRWTH","Q","2008-Q2",4.019608,
"NZL","CPI","TOT","AGRWTH","Q","2008-Q3",5.073171,
"NZL","CPI","TOT","AGRWTH","Q","2008-Q4",3.37512,
"NZL","CPI","TOT","AGRWTH","Q","2009-Q1",2.969349,
"NZL","CPI","TOT","AGRWTH","Q","2009-Q2",1.885014,
"NZL","CPI","TOT","AGRWTH","Q","2009-Q3",1.671309,
"NZL","CPI","TOT","AGRWTH","Q","2009-Q4",1.958955,
"NZL","CPI","TOT","AGRWTH","Q","2010-Q1",2.046512,
"NZL","CPI","TOT","AGRWTH","Q","2010-Q2",1.665125,
"NZL","CPI","TOT","AGRWTH","Q","2010-Q3",1.461187,
"NZL","CPI","TOT","AGRWTH","Q","2010-Q4",4.025618,
"NZL","CPI","TOT","AGRWTH","Q","2011-Q1",4.466727,
"NZL","CPI","TOT","AGRWTH","Q","2011-Q2",5.277525,
"NZL","CPI","TOT","AGRWTH","Q","2011-Q3",4.590459,
"NZL","CPI","TOT","AGRWTH","Q","2011-Q4",1.846966,
"NZL","CPI","TOT","AGRWTH","Q","2012-Q1",1.570681,
"NZL","CPI","TOT","AGRWTH","Q","2012-Q2",0.9507346,
"NZL","CPI","TOT","AGRWTH","Q","2012-Q3",0.7745267,
"NZL","CPI","TOT","AGRWTH","Q","2012-Q4",0.9499137,
"NZL","CPI","TOT","AGRWTH","Q","2013-Q1",0.8591064,
"NZL","CPI","TOT","AGRWTH","Q","2013-Q2",0.6849316,
"NZL","CPI","TOT","AGRWTH","Q","2013-Q3",1.366354,
"NZL","CPI","TOT","AGRWTH","Q","2013-Q4",1.625321,
"NZL","CPI","TOT","AGRWTH","Q","2014-Q1",1.53322,
"NZL","CPI","TOT","AGRWTH","Q","2014-Q2",1.615646,
"NZL","CPI","TOT","AGRWTH","Q","2014-Q3",1.010952,
"NZL","CPI","TOT","AGRWTH","Q","2014-Q4",0.7575758,
"NZL","CPI","TOT","AGRWTH","Q","2015-Q1",0.2516778,
"NZL","CPI","TOT","AGRWTH","Q","2015-Q2",0.41841,
"NZL","CPI","TOT","AGRWTH","Q","2015-Q3",0.4170141,
"NZL","CPI","TOT","AGRWTH","Q","2015-Q4",0.08354222,
"NZL","CPI","TOT","AGRWTH","Q","2016-Q1",0.41841,
"NZL","CPI","TOT","AGRWTH","Q","2016-Q2",0.4166667,
"NZL","CPI","TOT","AGRWTH","Q","2016-Q3",0.4152823,
"NZL","CPI","TOT","AGRWTH","Q","2016-Q4",1.335559,
"NZL","CPI","TOT","AGRWTH","Q","2017-Q1",2.166667,
"NZL","CPI","TOT","AGRWTH","Q","2017-Q2",1.742739,
"NZL","CPI","TOT","AGRWTH","Q","2017-Q3",1.902399,
"NZL","CPI","TOT","AGRWTH","Q","2017-Q4",1.594399,
"NOR","CPI","TOT","AGRWTH","Q","1956-Q1",1.328904,
"NOR","CPI","TOT","AGRWTH","Q","1956-Q2",4.635762,
"NOR","CPI","TOT","AGRWTH","Q","1956-Q3",4.950495,
"NOR","CPI","TOT","AGRWTH","Q","1956-Q4",4.290429,
"NOR","CPI","TOT","AGRWTH","Q","1957-Q1",4.590164,
"NOR","CPI","TOT","AGRWTH","Q","1957-Q2",2.531646,
"NOR","CPI","TOT","AGRWTH","Q","1957-Q3",1.886792,
"NOR","CPI","TOT","AGRWTH","Q","1957-Q4",2.531646,
"NOR","CPI","TOT","AGRWTH","Q","1958-Q1",2.821317,
"NOR","CPI","TOT","AGRWTH","Q","1958-Q2",4.320988,
"NOR","CPI","TOT","AGRWTH","Q","1958-Q3",6.481482,
"NOR","CPI","TOT","AGRWTH","Q","1958-Q4",6.481482,
"NOR","CPI","TOT","AGRWTH","Q","1959-Q1",5.487805,
"NOR","CPI","TOT","AGRWTH","Q","1959-Q2",2.071006,
"NOR","CPI","TOT","AGRWTH","Q","1959-Q3",0.8695652,
"NOR","CPI","TOT","AGRWTH","Q","1959-Q4",0.8695652,
"NOR","CPI","TOT","AGRWTH","Q","1960-Q1",0.5780347,
"NOR","CPI","TOT","AGRWTH","Q","1960-Q2",0.8695652,
"NOR","CPI","TOT","AGRWTH","Q","1960-Q3",0,
"NOR","CPI","TOT","AGRWTH","Q","1960-Q4",0,
"NOR","CPI","TOT","AGRWTH","Q","1961-Q1",0.2873563,
"NOR","CPI","TOT","AGRWTH","Q","1961-Q2",1.436782,
"NOR","CPI","TOT","AGRWTH","Q","1961-Q3",2.586207,
"NOR","CPI","TOT","AGRWTH","Q","1961-Q4",4.310345,
"NOR","CPI","TOT","AGRWTH","Q","1962-Q1",5.157593,
"NOR","CPI","TOT","AGRWTH","Q","1962-Q2",5.382436,
"NOR","CPI","TOT","AGRWTH","Q","1962-Q3",6.162465,
"NOR","CPI","TOT","AGRWTH","Q","1962-Q4",4.407713,
"NOR","CPI","TOT","AGRWTH","Q","1963-Q1",4.632153,
"NOR","CPI","TOT","AGRWTH","Q","1963-Q2",2.956989,
"NOR","CPI","TOT","AGRWTH","Q","1963-Q3",1.055409,
"NOR","CPI","TOT","AGRWTH","Q","1963-Q4",1.319261,
"NOR","CPI","TOT","AGRWTH","Q","1964-Q1",3.645833,
"NOR","CPI","TOT","AGRWTH","Q","1964-Q2",4.960835,
"NOR","CPI","TOT","AGRWTH","Q","1964-Q3",7.310705,
"NOR","CPI","TOT","AGRWTH","Q","1964-Q4",7.552083,
"NOR","CPI","TOT","AGRWTH","Q","1965-Q1",5.276382,
"NOR","CPI","TOT","AGRWTH","Q","1965-Q2",5.223881,
"NOR","CPI","TOT","AGRWTH","Q","1965-Q3",3.406326,
"NOR","CPI","TOT","AGRWTH","Q","1965-Q4",2.905569,
"NOR","CPI","TOT","AGRWTH","Q","1966-Q1",2.625298,
"NOR","CPI","TOT","AGRWTH","Q","1966-Q2",2.12766,
"NOR","CPI","TOT","AGRWTH","Q","1966-Q3",3.764706,
"NOR","CPI","TOT","AGRWTH","Q","1966-Q4",4.470588,
"NOR","CPI","TOT","AGRWTH","Q","1967-Q1",4.186047,
"NOR","CPI","TOT","AGRWTH","Q","1967-Q2",5.092593,
"NOR","CPI","TOT","AGRWTH","Q","1967-Q3",4.761905,
"NOR","CPI","TOT","AGRWTH","Q","1967-Q4",4.279279,
"NOR","CPI","TOT","AGRWTH","Q","1968-Q1",4.464286,
"NOR","CPI","TOT","AGRWTH","Q","1968-Q2",3.524229,
"NOR","CPI","TOT","AGRWTH","Q","1968-Q3",2.597403,
"NOR","CPI","TOT","AGRWTH","Q","1968-Q4",3.239741,
"NOR","CPI","TOT","AGRWTH","Q","1969-Q1",2.564103,
"NOR","CPI","TOT","AGRWTH","Q","1969-Q2",2.978723,
"NOR","CPI","TOT","AGRWTH","Q","1969-Q3",3.164557,
"NOR","CPI","TOT","AGRWTH","Q","1969-Q4",3.138075,
"NOR","CPI","TOT","AGRWTH","Q","1970-Q1",9.375,
"NOR","CPI","TOT","AGRWTH","Q","1970-Q2",9.917356,
"NOR","CPI","TOT","AGRWTH","Q","1970-Q3",11.04294,
"NOR","CPI","TOT","AGRWTH","Q","1970-Q4",12.17039,
"NOR","CPI","TOT","AGRWTH","Q","1971-Q1",7.047619,
"NOR","CPI","TOT","AGRWTH","Q","1971-Q2",6.578948,
"NOR","CPI","TOT","AGRWTH","Q","1971-Q3",5.709024,
"NOR","CPI","TOT","AGRWTH","Q","1971-Q4",5.605787,
"NOR","CPI","TOT","AGRWTH","Q","1972-Q1",6.227758,
"NOR","CPI","TOT","AGRWTH","Q","1972-Q2",7.054674,
"NOR","CPI","TOT","AGRWTH","Q","1972-Q3",8.013937,
"NOR","CPI","TOT","AGRWTH","Q","1972-Q4",7.70548,
"NOR","CPI","TOT","AGRWTH","Q","1973-Q1",7.20268,
"NOR","CPI","TOT","AGRWTH","Q","1973-Q2",7.907743,
"NOR","CPI","TOT","AGRWTH","Q","1973-Q3",6.935484,
"NOR","CPI","TOT","AGRWTH","Q","1973-Q4",7.631161,
