"TIME","GEO","INDIC_NA","AGGREG95","Value"
"2003","Netherlands","Price level indices (EU28=100)","Gross Domestic Product","109.2"
"2003","Austria","Price level indices (EU28=100)","Gross Domestic Product","104.8"
"2003","Poland","Price level indices (EU28=100)","Gross Domestic Product","48.4"
"2003","Portugal","Price level indices (EU28=100)","Gross Domestic Product","79.1"
"2003","Romania","Price level indices (EU28=100)","Gross Domestic Product","37.0"
"2003","Slovenia","Price level indices (EU28=100)","Gross Domestic Product","73.5"
"2003","Slovakia","Price level indices (EU28=100)","Gross Domestic Product","46.7"
"2003","Finland","Price level indices (EU28=100)","Gross Domestic Product","118.3"
"2003","Sweden","Price level indices (EU28=100)","Gross Domestic Product","122.7"
"2003","United Kingdom","Price level indices (EU28=100)","Gross Domestic Product","118.7"
"2004","Belgium","Price level indices (EU28=100)","Gross Domestic Product","105.1"
"2004","Bulgaria","Price level indices (EU28=100)","Gross Domestic Product","35.1"
"2004","Czech Republic","Price level indices (EU28=100)","Gross Domestic Product","53.5"
"2004","Denmark","Price level indices (EU28=100)","Gross Domestic Product","134.5"
"2004","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Gross Domestic Product","103.5"
"2004","Estonia","Price level indices (EU28=100)","Gross Domestic Product","58.4"
"2004","Ireland","Price level indices (EU28=100)","Gross Domestic Product","117.2"
"2004","Greece","Price level indices (EU28=100)","Gross Domestic Product","82.2"
"2004","Spain","Price level indices (EU28=100)","Gross Domestic Product","90.6"
"2004","France","Price level indices (EU28=100)","Gross Domestic Product","110.6"
"2004","Croatia","Price level indices (EU28=100)","Gross Domestic Product","63.2"
"2004","Italy","Price level indices (EU28=100)","Gross Domestic Product","100.8"
"2004","Cyprus","Price level indices (EU28=100)","Gross Domestic Product","87.3"
"2004","Latvia","Price level indices (EU28=100)","Gross Domestic Product","49.9"
"2004","Lithuania","Price level indices (EU28=100)","Gross Domestic Product","49.0"
"2004","Luxembourg","Price level indices (EU28=100)","Gross Domestic Product","112.5"
"2004","Hungary","Price level indices (EU28=100)","Gross Domestic Product","60.3"
"2004","Malta","Price level indices (EU28=100)","Gross Domestic Product","67.2"
"2004","Netherlands","Price level indices (EU28=100)","Gross Domestic Product","107.4"
"2004","Austria","Price level indices (EU28=100)","Gross Domestic Product","103.9"
"2004","Poland","Price level indices (EU28=100)","Gross Domestic Product","47.8"
"2004","Portugal","Price level indices (EU28=100)","Gross Domestic Product","80.0"
"2004","Romania","Price level indices (EU28=100)","Gross Domestic Product","37.0"
"2004","Slovenia","Price level indices (EU28=100)","Gross Domestic Product","72.1"
"2004","Slovakia","Price level indices (EU28=100)","Gross Domestic Product","50.3"
"2004","Finland","Price level indices (EU28=100)","Gross Domestic Product","115.1"
"2004","Sweden","Price level indices (EU28=100)","Gross Domestic Product","120.5"
"2004","United Kingdom","Price level indices (EU28=100)","Gross Domestic Product","119.9"
"2005","Belgium","Price level indices (EU28=100)","Gross Domestic Product","104.9"
"2005","Bulgaria","Price level indices (EU28=100)","Gross Domestic Product","35.9"
"2005","Czech Republic","Price level indices (EU28=100)","Gross Domestic Product","57.5"
"2005","Denmark","Price level indices (EU28=100)","Gross Domestic Product","135.3"
"2005","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Gross Domestic Product","102.7"
"2005","Estonia","Price level indices (EU28=100)","Gross Domestic Product","59.2"
"2005","Ireland","Price level indices (EU28=100)","Gross Domestic Product","119.1"
"2005","Greece","Price level indices (EU28=100)","Gross Domestic Product","83.4"
"2005","Spain","Price level indices (EU28=100)","Gross Domestic Product","90.6"
"2005","France","Price level indices (EU28=100)","Gross Domestic Product","107.9"
"2005","Croatia","Price level indices (EU28=100)","Gross Domestic Product","65.1"
"2005","Italy","Price level indices (EU28=100)","Gross Domestic Product","100.6"
"2005","Cyprus","Price level indices (EU28=100)","Gross Domestic Product","86.3"
"2005","Latvia","Price level indices (EU28=100)","Gross Domestic Product","52.1"
"2005","Lithuania","Price level indices (EU28=100)","Gross Domestic Product","51.2"
"2005","Luxembourg","Price level indices (EU28=100)","Gross Domestic Product","111.4"
"2005","Hungary","Price level indices (EU28=100)","Gross Domestic Product","62.1"
"2005","Malta","Price level indices (EU28=100)","Gross Domestic Product","67.3"
"2005","Netherlands","Price level indices (EU28=100)","Gross Domestic Product","105.6"
"2005","Austria","Price level indices (EU28=100)","Gross Domestic Product","103.8"
"2005","Poland","Price level indices (EU28=100)","Gross Domestic Product","54.6"
"2005","Portugal","Price level indices (EU28=100)","Gross Domestic Product","78.2"
"2005","Romania","Price level indices (EU28=100)","Gross Domestic Product","45.5"
"2005","Slovenia","Price level indices (EU28=100)","Gross Domestic Product","71.8"
"2005","Slovakia","Price level indices (EU28=100)","Gross Domestic Product","51.9"
"2005","Finland","Price level indices (EU28=100)","Gross Domestic Product","115.3"
"2005","Sweden","Price level indices (EU28=100)","Gross Domestic Product","120.2"
"2005","United Kingdom","Price level indices (EU28=100)","Gross Domestic Product","121.8"
"2006","Belgium","Price level indices (EU28=100)","Gross Domestic Product","105.7"
"2006","Bulgaria","Price level indices (EU28=100)","Gross Domestic Product","38.2"
"2006","Czech Republic","Price level indices (EU28=100)","Gross Domestic Product","61.5"
"2006","Denmark","Price level indices (EU28=100)","Gross Domestic Product","134.4"
"2006","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Gross Domestic Product","102.5"
"2006","Estonia","Price level indices (EU28=100)","Gross Domestic Product","63.0"
"2006","Ireland","Price level indices (EU28=100)","Gross Domestic Product","118.3"
"2006","Greece","Price level indices (EU28=100)","Gross Domestic Product","83.8"
"2006","Spain","Price level indices (EU28=100)","Gross Domestic Product","89.0"
"2006","France","Price level indices (EU28=100)","Gross Domestic Product","108.2"
"2006","Croatia","Price level indices (EU28=100)","Gross Domestic Product","64.6"
"2006","Italy","Price level indices (EU28=100)","Gross Domestic Product","99.5"
"2006","Cyprus","Price level indices (EU28=100)","Gross Domestic Product","87.3"
"2006","Latvia","Price level indices (EU28=100)","Gross Domestic Product","59.7"
"2006","Lithuania","Price level indices (EU28=100)","Gross Domestic Product","54.0"
"2006","Luxembourg","Price level indices (EU28=100)","Gross Domestic Product","110.9"
"2006","Hungary","Price level indices (EU28=100)","Gross Domestic Product","60.2"
"2006","Malta","Price level indices (EU28=100)","Gross Domestic Product","69.1"
"2006","Netherlands","Price level indices (EU28=100)","Gross Domestic Product","105.5"
"2006","Austria","Price level indices (EU28=100)","Gross Domestic Product","104.0"
"2006","Poland","Price level indices (EU28=100)","Gross Domestic Product","57.4"
"2006","Portugal","Price level indices (EU28=100)","Gross Domestic Product","77.4"
"2006","Romania","Price level indices (EU28=100)","Gross Domestic Product","48.0"
"2006","Slovenia","Price level indices (EU28=100)","Gross Domestic Product","73.8"
"2006","Slovakia","Price level indices (EU28=100)","Gross Domestic Product","54.3"
"2006","Finland","Price level indices (EU28=100)","Gross Domestic Product","115.2"
"2006","Sweden","Price level indices (EU28=100)","Gross Domestic Product","119.1"
"2006","United Kingdom","Price level indices (EU28=100)","Gross Domestic Product","123.6"
"2007","Belgium","Price level indices (EU28=100)","Gross Domestic Product","106.7"
"2007","Bulgaria","Price level indices (EU28=100)","Gross Domestic Product","40.8"
"2007","Czech Republic","Price level indices (EU28=100)","Gross Domestic Product","62.4"
"2007","Denmark","Price level indices (EU28=100)","Gross Domestic Product","133.0"
"2007","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Gross Domestic Product","101.7"
"2007","Estonia","Price level indices (EU28=100)","Gross Domestic Product","66.9"
"2007","Ireland","Price level indices (EU28=100)","Gross Domestic Product","116.3"
"2007","Greece","Price level indices (EU28=100)","Gross Domestic Product","87.2"
"2007","Spain","Price level indices (EU28=100)","Gross Domestic Product","88.9"
"2007","France","Price level indices (EU28=100)","Gross Domestic Product","107.9"
"2007","Croatia","Price level indices (EU28=100)","Gross Domestic Product","64.0"
"2007","Italy","Price level indices (EU28=100)","Gross Domestic Product","98.3"
"2007","Cyprus","Price level indices (EU28=100)","Gross Domestic Product","84.7"
"2007","Latvia","Price level indices (EU28=100)","Gross Domestic Product","69.0"
"2007","Lithuania","Price level indices (EU28=100)","Gross Domestic Product","57.1"
"2007","Luxembourg","Price level indices (EU28=100)","Gross Domestic Product","111.9"
"2007","Hungary","Price level indices (EU28=100)","Gross Domestic Product","64.8"
"2007","Malta","Price level indices (EU28=100)","Gross Domestic Product","69.0"
"2007","Netherlands","Price level indices (EU28=100)","Gross Domestic Product","104.5"
"2007","Austria","Price level indices (EU28=100)","Gross Domestic Product","105.4"
"2007","Poland","Price level indices (EU28=100)","Gross Domestic Product","59.5"
"2007","Portugal","Price level indices (EU28=100)","Gross Domestic Product","78.5"
"2007","Romania","Price level indices (EU28=100)","Gross Domestic Product","54.2"
"2007","Slovenia","Price level indices (EU28=100)","Gross Domestic Product","76.5"
"2007","Slovakia","Price level indices (EU28=100)","Gross Domestic Product","60.0"
"2007","Finland","Price level indices (EU28=100)","Gross Domestic Product","113.5"
"2007","Sweden","Price level indices (EU28=100)","Gross Domestic Product","116.5"
"2007","United Kingdom","Price level indices (EU28=100)","Gross Domestic Product","125.9"
"2008","Belgium","Price level indices (EU28=100)","Gross Domestic Product","109.7"
"2008","Bulgaria","Price level indices (EU28=100)","Gross Domestic Product","43.8"
"2008","Czech Republic","Price level indices (EU28=100)","Gross Domestic Product","70.6"
"2008","Denmark","Price level indices (EU28=100)","Gross Domestic Product","134.8"
"2008","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Gross Domestic Product","103.8"
"2008","Estonia","Price level indices (EU28=100)","Gross Domestic Product","69.0"
"2008","Ireland","Price level indices (EU28=100)","Gross Domestic Product","119.5"
"2008","Greece","Price level indices (EU28=100)","Gross Domestic Product","89.6"
"2008","Spain","Price level indices (EU28=100)","Gross Domestic Product","91.8"
"2008","France","Price level indices (EU28=100)","Gross Domestic Product","111.6"
"2008","Croatia","Price level indices (EU28=100)","Gross Domestic Product","67.8"
"2008","Italy","Price level indices (EU28=100)","Gross Domestic Product","99.2"
"2008","Cyprus","Price level indices (EU28=100)","Gross Domestic Product","87.8"
"2008","Latvia","Price level indices (EU28=100)","Gross Domestic Product","72.8"
"2008","Lithuania","Price level indices (EU28=100)","Gross Domestic Product","62.4"
"2008","Luxembourg","Price level indices (EU28=100)","Gross Domestic Product","113.9"
"2008","Hungary","Price level indices (EU28=100)","Gross Domestic Product","65.9"
"2008","Malta","Price level indices (EU28=100)","Gross Domestic Product","72.3"
"2008","Netherlands","Price level indices (EU28=100)","Gross Domestic Product","107.3"
"2008","Austria","Price level indices (EU28=100)","Gross Domestic Product","108.1"
"2008","Poland","Price level indices (EU28=100)","Gross Domestic Product","66.4"
"2008","Portugal","Price level indices (EU28=100)","Gross Domestic Product","80.5"
"2008","Romania","Price level indices (EU28=100)","Gross Domestic Product","53.8"
"2008","Slovenia","Price level indices (EU28=100)","Gross Domestic Product","80.2"
"2008","Slovakia","Price level indices (EU28=100)","Gross Domestic Product","65.5"
"2008","Finland","Price level indices (EU28=100)","Gross Domestic Product","115.4"
"2008","Sweden","Price level indices (EU28=100)","Gross Domestic Product","115.5"
"2008","United Kingdom","Price level indices (EU28=100)","Gross Domestic Product","111.5"
"2009","Belgium","Price level indices (EU28=100)","Gross Domestic Product","111.7"
"2009","Bulgaria","Price level indices (EU28=100)","Gross Domestic Product","46.6"
"2009","Czech Republic","Price level indices (EU28=100)","Gross Domestic Product","67.8"
"2009","Denmark","Price level indices (EU28=100)","Gross Domestic Product","136.4"
"2009","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Gross Domestic Product","106.6"
"2009","Estonia","Price level indices (EU28=100)","Gross Domestic Product","68.0"
"2009","Ireland","Price level indices (EU28=100)","Gross Domestic Product","118.4"
"2009","Greece","Price level indices (EU28=100)","Gross Domestic Product","92.6"
"2009","Spain","Price level indices (EU28=100)","Gross Domestic Product","94.4"
"2009","France","Price level indices (EU28=100)","Gross Domestic Product","113.4"
"2009","Croatia","Price level indices (EU28=100)","Gross Domestic Product","68.8"
"2009","Italy","Price level indices (EU28=100)","Gross Domestic Product","101.4"
"2009","Cyprus","Price level indices (EU28=100)","Gross Domestic Product","89.6"
"2009","Latvia","Price level indices (EU28=100)","Gross Domestic Product","68.2"
"2009","Lithuania","Price level indices (EU28=100)","Gross Domestic Product","61.7"
"2009","Luxembourg","Price level indices (EU28=100)","Gross Domestic Product","118.7"
"2009","Hungary","Price level indices (EU28=100)","Gross Domestic Product","59.9"
"2009","Malta","Price level indices (EU28=100)","Gross Domestic Product","74.8"
"2009","Netherlands","Price level indices (EU28=100)","Gross Domestic Product","111.5"
"2009","Austria","Price level indices (EU28=100)","Gross Domestic Product","110.9"
"2009","Poland","Price level indices (EU28=100)","Gross Domestic Product","56.8"
"2009","Portugal","Price level indices (EU28=100)","Gross Domestic Product","82.4"
"2009","Romania","Price level indices (EU28=100)","Gross Domestic Product","48.6"
"2009","Slovenia","Price level indices (EU28=100)","Gross Domestic Product","84.8"
"2009","Slovakia","Price level indices (EU28=100)","Gross Domestic Product","67.8"
"2009","Finland","Price level indices (EU28=100)","Gross Domestic Product","117.8"
"2009","Sweden","Price level indices (EU28=100)","Gross Domestic Product","110.4"
"2009","United Kingdom","Price level indices (EU28=100)","Gross Domestic Product","104.7"
"2010","Belgium","Price level indices (EU28=100)","Gross Domestic Product","109.3"
"2010","Bulgaria","Price level indices (EU28=100)","Gross Domestic Product","45.2"
"2010","Czech Republic","Price level indices (EU28=100)","Gross Domestic Product","70.7"
"2010","Denmark","Price level indices (EU28=100)","Gross Domestic Product","133.2"
"2010","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Gross Domestic Product","105.2"
"2010","Estonia","Price level indices (EU28=100)","Gross Domestic Product","66.9"
"2010","Ireland","Price level indices (EU28=100)","Gross Domestic Product","111.0"
"2010","Greece","Price level indices (EU28=100)","Gross Domestic Product","94.4"
"2010","Spain","Price level indices (EU28=100)","Gross Domestic Product","95.0"
"2010","France","Price level indices (EU28=100)","Gross Domestic Product","111.7"
"2010","Croatia","Price level indices (EU28=100)","Gross Domestic Product","69.5"
"2010","Italy","Price level indices (EU28=100)","Gross Domestic Product","101.1"
"2010","Cyprus","Price level indices (EU28=100)","Gross Domestic Product","91.5"
"2010","Latvia","Price level indices (EU28=100)","Gross Domestic Product","63.1"
"2010","Lithuania","Price level indices (EU28=100)","Gross Domestic Product","58.9"
"2010","Luxembourg","Price level indices (EU28=100)","Gross Domestic Product","121.0"
"2010","Hungary","Price level indices (EU28=100)","Gross Domestic Product","60.0"
"2010","Malta","Price level indices (EU28=100)","Gross Domestic Product","74.8"
"2010","Netherlands","Price level indices (EU28=100)","Gross Domestic Product","111.6"
"2010","Austria","Price level indices (EU28=100)","Gross Domestic Product","110.1"
"2010","Poland","Price level indices (EU28=100)","Gross Domestic Product","59.1"
"2010","Portugal","Price level indices (EU28=100)","Gross Domestic Product","81.4"
"2010","Romania","Price level indices (EU28=100)","Gross Domestic Product","47.7"
"2010","Slovenia","Price level indices (EU28=100)","Gross Domestic Product","83.4"
"2010","Slovakia","Price level indices (EU28=100)","Gross Domestic Product","65.6"
"2010","Finland","Price level indices (EU28=100)","Gross Domestic Product","117.7"
"2010","Sweden","Price level indices (EU28=100)","Gross Domestic Product","123.7"
"2010","United Kingdom","Price level indices (EU28=100)","Gross Domestic Product","107.0"
"2011","Belgium","Price level indices (EU28=100)","Gross Domestic Product","110.3"
"2011","Bulgaria","Price level indices (EU28=100)","Gross Domestic Product","47.5"
"2011","Czech Republic","Price level indices (EU28=100)","Gross Domestic Product","72.0"
"2011","Denmark","Price level indices (EU28=100)","Gross Domestic Product","132.9"
"2011","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Gross Domestic Product","104.6"
"2011","Estonia","Price level indices (EU28=100)","Gross Domestic Product","67.8"
"2011","Ireland","Price level indices (EU28=100)","Gross Domestic Product","110.2"
"2011","Greece","Price level indices (EU28=100)","Gross Domestic Product","94.6"
"2011","Spain","Price level indices (EU28=100)","Gross Domestic Product","94.7"
"2011","France","Price level indices (EU28=100)","Gross Domestic Product","111.5"
"2011","Croatia","Price level indices (EU28=100)","Gross Domestic Product","66.9"
"2011","Italy","Price level indices (EU28=100)","Gross Domestic Product","100.6"
"2011","Cyprus","Price level indices (EU28=100)","Gross Domestic Product","92.6"
"2011","Latvia","Price level indices (EU28=100)","Gross Domestic Product","65.8"
"2011","Lithuania","Price level indices (EU28=100)","Gross Domestic Product","59.9"
"2011","Luxembourg","Price level indices (EU28=100)","Gross Domestic Product","120.0"
"2011","Hungary","Price level indices (EU28=100)","Gross Domestic Product","59.0"
"2011","Malta","Price level indices (EU28=100)","Gross Domestic Product","76.1"
"2011","Netherlands","Price level indices (EU28=100)","Gross Domestic Product","110.8"
"2011","Austria","Price level indices (EU28=100)","Gross Domestic Product","110.2"
"2011","Poland","Price level indices (EU28=100)","Gross Domestic Product","58.0"
"2011","Portugal","Price level indices (EU28=100)","Gross Domestic Product","82.6"
"2011","Romania","Price level indices (EU28=100)","Gross Domestic Product","48.5"
"2011","Slovenia","Price level indices (EU28=100)","Gross Domestic Product","82.7"
"2011","Slovakia","Price level indices (EU28=100)","Gross Domestic Product","67.1"
"2011","Finland","Price level indices (EU28=100)","Gross Domestic Product","119.1"
"2011","Sweden","Price level indices (EU28=100)","Gross Domestic Product","129.9"
"2011","United Kingdom","Price level indices (EU28=100)","Gross Domestic Product","107.9"
"2012","Belgium","Price level indices (EU28=100)","Gross Domestic Product","108.8"
"2012","Bulgaria","Price level indices (EU28=100)","Gross Domestic Product","46.9"
"2012","Czech Republic","Price level indices (EU28=100)","Gross Domestic Product","70.0"
"2012","Denmark","Price level indices (EU28=100)","Gross Domestic Product","134.5"
"2012","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Gross Domestic Product","104.2"
"2012","Estonia","Price level indices (EU28=100)","Gross Domestic Product","69.0"
