TIME,GEO,UNIT,NA_ITEM,Value
2007,Euro area (19 countries),"Index, 2010=100",Real labour productivity per person,100.5
2007,Euro area (19 countries),"Index, 2010=100",Real labour productivity per hour worked,98.8
2007,Euro area (19 countries),"Index, 2010=100",Nominal unit labour cost based on persons,92.9
2007,Euro area (19 countries),"Index, 2010=100",Nominal unit labour cost based on hours worked,92.9
2007,Euro area (19 countries),"Percentage of EU28 total (based on million PPS), current prices",Compensation per employee,
2007,Euro area (19 countries),"Percentage of EU28 total (based on million PPS), current prices",Compensation of employees per hour worked,
2007,Euro area (19 countries),"Percentage of EU28 total (based on million PPS), current prices",Nominal labour productivity per person,108.9
2007,Euro area (19 countries),"Percentage of EU28 total (based on million PPS), current prices",Nominal labour productivity per hour worked,112.6
2007,Euro area (19 countries),"Percentage of EU28 total (based on million PPS), current prices",Real labour productivity per person,
2007,Euro area (19 countries),"Percentage of EU28 total (based on million PPS), current prices",Real labour productivity per hour worked,
2007,Euro area (19 countries),"Percentage of EU28 total (based on million PPS), current prices",Nominal unit labour cost based on persons,
2007,Euro area (19 countries),"Percentage of EU28 total (based on million PPS), current prices",Nominal unit labour cost based on hours worked,
2007,Euro area (12 countries),Euro,Compensation per employee,34358.5
2007,Euro area (12 countries),Euro,Compensation of employees per hour worked,22.6
2007,Euro area (12 countries),Euro,Nominal labour productivity per person,
2007,Euro area (12 countries),Euro,Nominal labour productivity per hour worked,
2007,Euro area (12 countries),Euro,Real labour productivity per person,
2007,Euro area (12 countries),Euro,Real labour productivity per hour worked,
2007,Euro area (12 countries),Euro,Nominal unit labour cost based on persons,
2007,Euro area (12 countries),Euro,Nominal unit labour cost based on hours worked,
2007,Euro area (12 countries),Purchasing power standard (PPS),Compensation per employee,34148.5
2007,Euro area (12 countries),Purchasing power standard (PPS),Compensation of employees per hour worked,22.5
2007,Euro area (12 countries),Purchasing power standard (PPS),Nominal labour productivity per person,
2007,Euro area (12 countries),Purchasing power standard (PPS),Nominal labour productivity per hour worked,
2007,Euro area (12 countries),Purchasing power standard (PPS),Real labour productivity per person,
2007,Euro area (12 countries),Purchasing power standard (PPS),Real labour productivity per hour worked,
2007,Euro area (12 countries),Purchasing power standard (PPS),Nominal unit labour cost based on persons,
2007,Euro area (12 countries),Purchasing power standard (PPS),Nominal unit labour cost based on hours worked,
2007,Euro area (12 countries),"Index, 2010=100",Compensation per employee,
2007,Euro area (12 countries),"Index, 2010=100",Compensation of employees per hour worked,
2007,Euro area (12 countries),"Index, 2010=100",Nominal labour productivity per person,
2007,Euro area (12 countries),"Index, 2010=100",Nominal labour productivity per hour worked,
2007,Euro area (12 countries),"Index, 2010=100",Real labour productivity per person,100.7
2007,Euro area (12 countries),"Index, 2010=100",Real labour productivity per hour worked,99
2007,Euro area (12 countries),"Index, 2010=100",Nominal unit labour cost based on persons,93
2007,Euro area (12 countries),"Index, 2010=100",Nominal unit labour cost based on hours worked,93
2007,Euro area (12 countries),"Percentage of EU28 total (based on million PPS), current prices",Compensation per employee,
2007,Euro area (12 countries),"Percentage of EU28 total (based on million PPS), current prices",Compensation of employees per hour worked,
2007,Euro area (12 countries),"Percentage of EU28 total (based on million PPS), current prices",Nominal labour productivity per person,110.7
2007,Euro area (12 countries),"Percentage of EU28 total (based on million PPS), current prices",Nominal labour productivity per hour worked,115.2
2007,Euro area (12 countries),"Percentage of EU28 total (based on million PPS), current prices",Real labour productivity per person,
2007,Euro area (12 countries),"Percentage of EU28 total (based on million PPS), current prices",Real labour productivity per hour worked,
2007,Euro area (12 countries),"Percentage of EU28 total (based on million PPS), current prices",Nominal unit labour cost based on persons,
2007,Euro area (12 countries),"Percentage of EU28 total (based on million PPS), current prices",Nominal unit labour cost based on hours worked,
2007,Belgium,Euro,Compensation per employee,46041.8
2007,Belgium,Euro,Compensation of employees per hour worked,31.8
2007,Belgium,Euro,Nominal labour productivity per person,
2007,Belgium,Euro,Nominal labour productivity per hour worked,
2007,Belgium,Euro,Real labour productivity per person,
2007,Belgium,Euro,Real labour productivity per hour worked,
2007,Belgium,Euro,Nominal unit labour cost based on persons,
2007,Belgium,Euro,Nominal unit labour cost based on hours worked,
2007,Belgium,Purchasing power standard (PPS),Compensation per employee,43134.9
2007,Belgium,Purchasing power standard (PPS),Compensation of employees per hour worked,29.8
2007,Belgium,Purchasing power standard (PPS),Nominal labour productivity per person,
2007,Belgium,Purchasing power standard (PPS),Nominal labour productivity per hour worked,
2007,Belgium,Purchasing power standard (PPS),Real labour productivity per person,
2007,Belgium,Purchasing power standard (PPS),Real labour productivity per hour worked,
2007,Belgium,Purchasing power standard (PPS),Nominal unit labour cost based on persons,
2007,Belgium,Purchasing power standard (PPS),Nominal unit labour cost based on hours worked,
2007,Belgium,"Index, 2010=100",Compensation per employee,
2007,Belgium,"Index, 2010=100",Compensation of employees per hour worked,
2007,Belgium,"Index, 2010=100",Nominal labour productivity per person,
2007,Belgium,"Index, 2010=100",Nominal labour productivity per hour worked,
2007,Belgium,"Index, 2010=100",Real labour productivity per person,101.2
2007,Belgium,"Index, 2010=100",Real labour productivity per hour worked,99.2
2007,Belgium,"Index, 2010=100",Nominal unit labour cost based on persons,93.1
2007,Belgium,"Index, 2010=100",Nominal unit labour cost based on hours worked,93.1
2007,Belgium,"Percentage of EU28 total (based on million PPS), current prices",Compensation per employee,
2007,Belgium,"Percentage of EU28 total (based on million PPS), current prices",Compensation of employees per hour worked,
2007,Belgium,"Percentage of EU28 total (based on million PPS), current prices",Nominal labour productivity per person,130.2
2007,Belgium,"Percentage of EU28 total (based on million PPS), current prices",Nominal labour productivity per hour worked,138.9
2007,Belgium,"Percentage of EU28 total (based on million PPS), current prices",Real labour productivity per person,
2007,Belgium,"Percentage of EU28 total (based on million PPS), current prices",Real labour productivity per hour worked,
2007,Belgium,"Percentage of EU28 total (based on million PPS), current prices",Nominal unit labour cost based on persons,
2007,Belgium,"Percentage of EU28 total (based on million PPS), current prices",Nominal unit labour cost based on hours worked,
2007,Bulgaria,Euro,Compensation per employee,3814.3
2007,Bulgaria,Euro,Compensation of employees per hour worked,2.3
2007,Bulgaria,Euro,Nominal labour productivity per person,
2007,Bulgaria,Euro,Nominal labour productivity per hour worked,
2007,Bulgaria,Euro,Real labour productivity per person,
2007,Bulgaria,Euro,Real labour productivity per hour worked,
2007,Bulgaria,Euro,Nominal unit labour cost based on persons,
2007,Bulgaria,Euro,Nominal unit labour cost based on hours worked,
2007,Bulgaria,Purchasing power standard (PPS),Compensation per employee,9358.4
2007,Bulgaria,Purchasing power standard (PPS),Compensation of employees per hour worked,5.6
2007,Bulgaria,Purchasing power standard (PPS),Nominal labour productivity per person,
2007,Bulgaria,Purchasing power standard (PPS),Nominal labour productivity per hour worked,
2007,Bulgaria,Purchasing power standard (PPS),Real labour productivity per person,
2007,Bulgaria,Purchasing power standard (PPS),Real labour productivity per hour worked,
2007,Bulgaria,Purchasing power standard (PPS),Nominal unit labour cost based on persons,
2007,Bulgaria,Purchasing power standard (PPS),Nominal unit labour cost based on hours worked,
2007,Bulgaria,"Index, 2010=100",Compensation per employee,
2007,Bulgaria,"Index, 2010=100",Compensation of employees per hour worked,
2007,Bulgaria,"Index, 2010=100",Nominal labour productivity per person,
2007,Bulgaria,"Index, 2010=100",Nominal labour productivity per hour worked,
2007,Bulgaria,"Index, 2010=100",Real labour productivity per person,93.4
2007,Bulgaria,"Index, 2010=100",Real labour productivity per hour worked,92.8
2007,Bulgaria,"Index, 2010=100",Nominal unit labour cost based on persons,77.2
2007,Bulgaria,"Index, 2010=100",Nominal unit labour cost based on hours worked,77.1
2007,Bulgaria,"Percentage of EU28 total (based on million PPS), current prices",Compensation per employee,
2007,Bulgaria,"Percentage of EU28 total (based on million PPS), current prices",Compensation of employees per hour worked,
2007,Bulgaria,"Percentage of EU28 total (based on million PPS), current prices",Nominal labour productivity per person,37.7
2007,Bulgaria,"Percentage of EU28 total (based on million PPS), current prices",Nominal labour productivity per hour worked,38.3
2007,Bulgaria,"Percentage of EU28 total (based on million PPS), current prices",Real labour productivity per person,
2007,Bulgaria,"Percentage of EU28 total (based on million PPS), current prices",Real labour productivity per hour worked,
2007,Bulgaria,"Percentage of EU28 total (based on million PPS), current prices",Nominal unit labour cost based on persons,
2007,Bulgaria,"Percentage of EU28 total (based on million PPS), current prices",Nominal unit labour cost based on hours worked,
2007,Czech Republic,Euro,Compensation per employee,12585.6
2007,Czech Republic,Euro,Compensation of employees per hour worked,7.4
2007,Czech Republic,Euro,Nominal labour productivity per person,
2007,Czech Republic,Euro,Nominal labour productivity per hour worked,
2007,Czech Republic,Euro,Real labour productivity per person,
2007,Czech Republic,Euro,Real labour productivity per hour worked,
2007,Czech Republic,Euro,Nominal unit labour cost based on persons,
2007,Czech Republic,Euro,Nominal unit labour cost based on hours worked,
2007,Czech Republic,Purchasing power standard (PPS),Compensation per employee,20181.7
2007,Czech Republic,Purchasing power standard (PPS),Compensation of employees per hour worked,11.8
2007,Czech Republic,Purchasing power standard (PPS),Nominal labour productivity per person,
2007,Czech Republic,Purchasing power standard (PPS),Nominal labour productivity per hour worked,
2007,Czech Republic,Purchasing power standard (PPS),Real labour productivity per person,
2007,Czech Republic,Purchasing power standard (PPS),Real labour productivity per hour worked,
2007,Czech Republic,Purchasing power standard (PPS),Nominal unit labour cost based on persons,
2007,Czech Republic,Purchasing power standard (PPS),Nominal unit labour cost based on hours worked,
2007,Czech Republic,"Index, 2010=100",Compensation per employee,
2007,Czech Republic,"Index, 2010=100",Compensation of employees per hour worked,
2007,Czech Republic,"Index, 2010=100",Nominal labour productivity per person,
2007,Czech Republic,"Index, 2010=100",Nominal labour productivity per hour worked,
2007,Czech Republic,"Index, 2010=100",Real labour productivity per person,99.3
2007,Czech Republic,"Index, 2010=100",Real labour productivity per hour worked,100.2
2007,Czech Republic,"Index, 2010=100",Nominal unit labour cost based on persons,94
2007,Czech Republic,"Index, 2010=100",Nominal unit labour cost based on hours worked,94.5
2007,Czech Republic,"Percentage of EU28 total (based on million PPS), current prices",Compensation per employee,
2007,Czech Republic,"Percentage of EU28 total (based on million PPS), current prices",Compensation of employees per hour worked,
2007,Czech Republic,"Percentage of EU28 total (based on million PPS), current prices",Nominal labour productivity per person,76.8
2007,Czech Republic,"Percentage of EU28 total (based on million PPS), current prices",Nominal labour productivity per hour worked,72.4
2007,Czech Republic,"Percentage of EU28 total (based on million PPS), current prices",Real labour productivity per person,
2007,Czech Republic,"Percentage of EU28 total (based on million PPS), current prices",Real labour productivity per hour worked,
2007,Czech Republic,"Percentage of EU28 total (based on million PPS), current prices",Nominal unit labour cost based on persons,
2007,Czech Republic,"Percentage of EU28 total (based on million PPS), current prices",Nominal unit labour cost based on hours worked,
2007,Denmark,Euro,Compensation per employee,44589.6
2007,Denmark,Euro,Compensation of employees per hour worked,31.8
2007,Denmark,Euro,Nominal labour productivity per person,
2007,Denmark,Euro,Nominal labour productivity per hour worked,
2007,Denmark,Euro,Real labour productivity per person,
2007,Denmark,Euro,Real labour productivity per hour worked,
2007,Denmark,Euro,Nominal unit labour cost based on persons,
2007,Denmark,Euro,Nominal unit labour cost based on hours worked,
2007,Denmark,Purchasing power standard (PPS),Compensation per employee,33516.2
2007,Denmark,Purchasing power standard (PPS),Compensation of employees per hour worked,23.9
2007,Denmark,Purchasing power standard (PPS),Nominal labour productivity per person,
2007,Denmark,Purchasing power standard (PPS),Nominal labour productivity per hour worked,
2007,Denmark,Purchasing power standard (PPS),Real labour productivity per person,
2007,Denmark,Purchasing power standard (PPS),Real labour productivity per hour worked,
2007,Denmark,Purchasing power standard (PPS),Nominal unit labour cost based on persons,
2007,Denmark,Purchasing power standard (PPS),Nominal unit labour cost based on hours worked,
2007,Denmark,"Index, 2010=100",Compensation per employee,
2007,Denmark,"Index, 2010=100",Compensation of employees per hour worked,
2007,Denmark,"Index, 2010=100",Nominal labour productivity per person,
2007,Denmark,"Index, 2010=100",Nominal labour productivity per hour worked,
2007,Denmark,"Index, 2010=100",Real labour productivity per person,99.3
2007,Denmark,"Index, 2010=100",Real labour productivity per hour worked,98.6
2007,Denmark,"Index, 2010=100",Nominal unit labour cost based on persons,91.3
2007,Denmark,"Index, 2010=100",Nominal unit labour cost based on hours worked,91.9
2007,Denmark,"Percentage of EU28 total (based on million PPS), current prices",Compensation per employee,
2007,Denmark,"Percentage of EU28 total (based on million PPS), current prices",Compensation of employees per hour worked,
2007,Denmark,"Percentage of EU28 total (based on million PPS), current prices",Nominal labour productivity per person,106.2
2007,Denmark,"Percentage of EU28 total (based on million PPS), current prices",Nominal labour productivity per hour worked,124.7
2007,Denmark,"Percentage of EU28 total (based on million PPS), current prices",Real labour productivity per person,
2007,Denmark,"Percentage of EU28 total (based on million PPS), current prices",Real labour productivity per hour worked,
2007,Denmark,"Percentage of EU28 total (based on million PPS), current prices",Nominal unit labour cost based on persons,
2007,Denmark,"Percentage of EU28 total (based on million PPS), current prices",Nominal unit labour cost based on hours worked,
2007,Germany (until 1990 former territory of the FRG),Euro,Compensation per employee,33439.6
2007,Germany (until 1990 former territory of the FRG),Euro,Compensation of employees per hour worked,24.8
2007,Germany (until 1990 former territory of the FRG),Euro,Nominal labour productivity per person,
2007,Germany (until 1990 former territory of the FRG),Euro,Nominal labour productivity per hour worked,
2007,Germany (until 1990 former territory of the FRG),Euro,Real labour productivity per person,
2007,Germany (until 1990 former territory of the FRG),Euro,Real labour productivity per hour worked,
2007,Germany (until 1990 former territory of the FRG),Euro,Nominal unit labour cost based on persons,
2007,Germany (until 1990 former territory of the FRG),Euro,Nominal unit labour cost based on hours worked,
2007,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS),Compensation per employee,32887.4
2007,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS),Compensation of employees per hour worked,24.4
2007,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS),Nominal labour productivity per person,
2007,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS),Nominal labour productivity per hour worked,
2007,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS),Real labour productivity per person,
2007,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS),Real labour productivity per hour worked,
2007,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS),Nominal unit labour cost based on persons,
2007,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS),Nominal unit labour cost based on hours worked,
2007,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Compensation per employee,
2007,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Compensation of employees per hour worked,
2007,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal labour productivity per person,
2007,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal labour productivity per hour worked,
2007,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Real labour productivity per person,102.4
2007,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Real labour productivity per hour worked,100
2007,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal unit labour cost based on persons,93
2007,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal unit labour cost based on hours worked,92.7
2007,Germany (until 1990 former territory of the FRG),"Percentage of EU28 total (based on million PPS), current prices",Compensation per employee,
2007,Germany (until 1990 former territory of the FRG),"Percentage of EU28 total (based on million PPS), current prices",Compensation of employees per hour worked,
2007,Germany (until 1990 former territory of the FRG),"Percentage of EU28 total (based on million PPS), current prices",Nominal labour productivity per person,108.1
2007,Germany (until 1990 former territory of the FRG),"Percentage of EU28 total (based on million PPS), current prices",Nominal labour productivity per hour worked,127.6
